sort,segment,position,field,datatype,HL7 table,table identifier,version,source,count,2611,,
OM1-45-2.8.2-HL70258,OM1,45,OM1-45,CWE,HL70258,0258,2.8.2,IGAMT,2,,,
OM1-46-2.4-HL79999,OM1,46,OM1-46,CE,HL79999,9999,2.4,Frank,1,,,
OM1-46-2.5-HL79999,OM1,46,OM1-46,CE,HL79999,9999,2.5,Frank,1,,,
OM1-46-2.5.1-HL79999,OM1,46,OM1-46,CE,HL79999,9999,2.5.1,Frank,1,,,
OM1-46-2.6-HL79999,OM1,46,OM1-46,CWE,HL79999,9999,2.6,Frank,1,,,
OM1-46-2.7-HL79999,OM1,46,OM1-46,CWE,HL79999,9999,2.7,Frank,1,,,
OM1-46-2.7.1-HL79999,OM1,46,OM1-46,CWE,HL79999,9999,2.7.1,Frank,1,,,
OM1-46-2.8-HL79999,OM1,46,OM1-46,CWE,HL79999,9999,2.8,Frank,1,,,
OM1-46-2.8.1-HL79999,OM1,46,OM1-46,CWE,HL79999,9999,2.8.1,Frank,1,,,
OM1-46-2.8.2-HL79999,OM1,46,OM1-46,CWE,HL79999,9999,2.8.2,Frank,1,,,
OM1-47-2.3.1-HL70259,OM1,47,OM1-47,CE,HL70259,0259,2.3.1,Frank,1,,,
OM1-47-2.4-HL70259,OM1,47,OM1-47,CE,HL70259,0259,2.4,Frank,2,,,
OM1-47-2.4-HL70259,OM1,47,OM1-47,CE,HL70259,0259,2.4,IGAMT,2,,,
OM1-47-2.5-HL70259,OM1,47,OM1-47,CE,HL70259,0259,2.5,Frank,2,,,
OM1-47-2.5-HL70259,OM1,47,OM1-47,CE,HL70259,0259,2.5,IGAMT,2,,,
OM1-47-2.5.1-HL70259,OM1,47,OM1-47,CE,HL70259,0259,2.5.1,Frank,2,,,
OM1-47-2.5.1-HL70259,OM1,47,OM1-47,CE,HL70259,0259,2.5.1,IGAMT,2,,,
OM1-47-2.6-HL70259,OM1,47,OM1-47,CWE,HL70259,0259,2.6,Frank,2,,,
OM1-47-2.6-HL70259,OM1,47,OM1-47,CWE,HL70259,0259,2.6,IGAMT,2,,,
OM1-47-2.7-HL70910,OM1,47,OM1-47,CWE,HL70910,0910,2.7,Frank,2,,,
OM1-47-2.7-HL70910,OM1,47,OM1-47,CWE,HL70910,0910,2.7,IGAMT,2,,,
OM1-47-2.7.1-HL70910,OM1,47,OM1-47,CWE,HL70910,0910,2.7.1,Frank,2,,,
OM1-47-2.7.1-HL70910,OM1,47,OM1-47,CWE,HL70910,0910,2.7.1,IGAMT,2,,,
OM1-47-2.8-HL70910,OM1,47,OM1-47,CWE,HL70910,0910,2.8,Frank,2,,,
OM1-47-2.8-HL70910,OM1,47,OM1-47,CWE,HL70910,0910,2.8,IGAMT,2,,,
OM1-47-2.8.1-HL70910,OM1,47,OM1-47,CWE,HL70910,0910,2.8.1,Frank,2,,,
OM1-47-2.8.1-HL70910,OM1,47,OM1-47,CWE,HL70910,0910,2.8.1,IGAMT,2,,,
OM1-47-2.8.2-HL70910,OM1,47,OM1-47,CWE,HL70910,0910,2.8.2,Frank,2,,,
OM1-47-2.8.2-HL70910,OM1,47,OM1-47,CWE,HL70910,0910,2.8.2,IGAMT,2,,,
OM1-48-2.8-HL70919,OM1,48,OM1-48,ID,HL70919,0919,2.8,Frank,2,,,
OM1-48-2.8-HL70919,OM1,48,OM1-48,ID,HL70919,0919,2.8,IGAMT,2,,,
OM1-48-2.8.1-HL70919,OM1,48,OM1-48,ID,HL70919,0919,2.8.1,Frank,2,,,
OM1-48-2.8.1-HL70919,OM1,48,OM1-48,ID,HL70919,0919,2.8.1,IGAMT,2,,,
OM1-48-2.8.2-HL70919,OM1,48,OM1-48,ID,HL70919,0919,2.8.2,Frank,2,,,
OM1-48-2.8.2-HL70919,OM1,48,OM1-48,ID,HL70919,0919,2.8.2,IGAMT,2,,,
OM1-49-2.8-HL70074,OM1,49,OM1-49,ID,HL70074,0074,2.8,Frank,2,,,
OM1-49-2.8-HL70074,OM1,49,OM1-49,ID,HL70074,0074,2.8,IGAMT,2,,,
OM1-49-2.8.1-HL70074,OM1,49,OM1-49,ID,HL70074,0074,2.8.1,Frank,2,,,
OM1-49-2.8.1-HL70074,OM1,49,OM1-49,ID,HL70074,0074,2.8.1,IGAMT,2,,,
OM1-49-2.8.2-HL70074,OM1,49,OM1-49,ID,HL70074,0074,2.8.2,Frank,2,,,
OM1-49-2.8.2-HL70074,OM1,49,OM1-49,ID,HL70074,0074,2.8.2,IGAMT,2,,,
OM1-5-2.2-HL70136,OM1,5,OM1-5,ID,HL70136,0136,2.2,Frank,1,,,
OM1-5-2.4-HL79999,OM1,5,OM1-5,CE,HL79999,9999,2.4,Frank,1,,,
OM1-5-2.5-HL79999,OM1,5,OM1-5,CE,HL79999,9999,2.5,Frank,1,,,
OM1-5-2.5.1-HL79999,OM1,5,OM1-5,CE,HL79999,9999,2.5.1,Frank,2,,,
OM1-5-2.5.1-HL79999,OM1,5,OM1-5,CE,HL79999,9999,2.5.1,IGAMT,2,,,
OM1-5-2.6-HL79999,OM1,5,OM1-5,CWE,HL79999,9999,2.6,Frank,1,,,
OM1-5-2.7-HL79999,OM1,5,OM1-5,CWE,HL79999,9999,2.7,Frank,1,,,
OM1-5-2.7.1-HL79999,OM1,5,OM1-5,CWE,HL79999,9999,2.7.1,Frank,2,,,
OM1-5-2.7.1-HL79999,OM1,5,OM1-5,CWE,HL79999,9999,2.7.1,IGAMT,2,,,
OM1-5-2.8-HL79999,OM1,5,OM1-5,CWE,HL79999,9999,2.8,Frank,1,,,
OM1-5-2.8.1-HL79999,OM1,5,OM1-5,CWE,HL79999,9999,2.8.1,Frank,1,,,
OM1-5-2.8.2-HL79999,OM1,5,OM1-5,CWE,HL79999,9999,2.8.2,Frank,1,,,
OM1-52-2.8.1-HL79999,OM1,52,OM1-52,CWE,HL79999,9999,2.8.1,Frank,1,,,
OM1-52-2.8.2-HL79999,OM1,52,OM1-52,CWE,HL79999,9999,2.8.2,Frank,1,,,
OM1-56-2.8.2-HL79999,OM1,56,OM1-56,CWE,HL79999,9999,2.8.2,Frank,1,,,
OM1-58-2.8.2-HL70001,OM1,58,OM1-58,CWE,HL70001,0001,2.8.2,Frank,2,,,
OM1-58-2.8.2-HL70001,OM1,58,OM1-58,CWE,HL70001,0001,2.8.2,IGAMT,2,,,
OM1-7-2.4-HL79999,OM1,7,OM1-7,CE,HL79999,9999,2.4,Frank,1,,,
OM1-7-2.5-HL79999,OM1,7,OM1-7,CE,HL79999,9999,2.5,Frank,2,,,
OM1-7-2.5-HL79999,OM1,7,OM1-7,CE,HL79999,9999,2.5,IGAMT,2,,,
OM1-7-2.5.1-HL79999,OM1,7,OM1-7,CE,HL79999,9999,2.5.1,Frank,1,,,
OM1-7-2.6-HL79999,OM1,7,OM1-7,CWE,HL79999,9999,2.6,Frank,1,,,
OM1-7-2.7-HL79999,OM1,7,OM1-7,CWE,HL79999,9999,2.7,Frank,1,,,
OM1-7-2.7.1-HL79999,OM1,7,OM1-7,CWE,HL79999,9999,2.7.1,Frank,1,,,
OM1-7-2.8-HL79999,OM1,7,OM1-7,CWE,HL79999,9999,2.8,Frank,1,,,
OM1-7-2.8.1-HL79999,OM1,7,OM1-7,CWE,HL79999,9999,2.8.1,Frank,2,,,
OM1-7-2.8.1-HL79999,OM1,7,OM1-7,CWE,HL79999,9999,2.8.1,IGAMT,2,,,
OM1-7-2.8.2-HL79999,OM1,7,OM1-7,CWE,HL79999,9999,2.8.2,Frank,1,,,
OM2-2-2.4-HL79999,OM2,2,OM2-2,CE,HL79999,9999,2.4,Frank,1,,,
OM2-2-2.5-HL79999,OM2,2,OM2-2,CE,HL79999,9999,2.5,Frank,1,,,
OM2-2-2.5.1-HL79999,OM2,2,OM2-2,CE,HL79999,9999,2.5.1,Frank,2,,,
OM2-2-2.5.1-HL79999,OM2,2,OM2-2,CE,HL79999,9999,2.5.1,IGAMT,2,,,
OM2-2-2.6-HL79999,OM2,2,OM2-2,CWE,HL79999,9999,2.6,Frank,2,,,
OM2-2-2.6-HL79999,OM2,2,OM2-2,CWE,HL79999,9999,2.6,IGAMT,2,,,
OM2-2-2.7-HL79999,OM2,2,OM2-2,CWE,HL79999,9999,2.7,Frank,2,,,
OM2-2-2.7-HL79999,OM2,2,OM2-2,CWE,HL79999,9999,2.7,IGAMT,2,,,
OM2-2-2.7.1-HL79999,OM2,2,OM2-2,CWE,HL79999,9999,2.7.1,Frank,2,,,
OM2-2-2.7.1-HL79999,OM2,2,OM2-2,CWE,HL79999,9999,2.7.1,IGAMT,2,,,
OM2-2-2.8-HL79999,OM2,2,OM2-2,CWE,HL79999,9999,2.8,Frank,2,,,
OM2-2-2.8-HL79999,OM2,2,OM2-2,CWE,HL79999,9999,2.8,IGAMT,2,,,
OM2-2-2.8.1-HL79999,OM2,2,OM2-2,CWE,HL79999,9999,2.8.1,Frank,2,,,
OM2-2-2.8.1-HL79999,OM2,2,OM2-2,CWE,HL79999,9999,2.8.1,IGAMT,2,,,
OM2-2-2.8.2-HL79999,OM2,2,OM2-2,CWE,HL79999,9999,2.8.2,Frank,2,,,
OM2-2-2.8.2-HL79999,OM2,2,OM2-2,CWE,HL79999,9999,2.8.2,IGAMT,2,,,
OM2-4-2.4-HL79999,OM2,4,OM2-4,CE,HL79999,9999,2.4,Frank,2,,,
OM2-4-2.4-HL79999,OM2,4,OM2-4,CE,HL79999,9999,2.4,IGAMT,2,,,
OM2-4-2.5-HL79999,OM2,4,OM2-4,CE,HL79999,9999,2.5,Frank,2,,,
OM2-4-2.5-HL79999,OM2,4,OM2-4,CE,HL79999,9999,2.5,IGAMT,2,,,
OM2-4-2.5.1-HL79999,OM2,4,OM2-4,CE,HL79999,9999,2.5.1,Frank,1,,,
OM2-4-2.6-HL79999,OM2,4,OM2-4,CWE,HL79999,9999,2.6,Frank,1,,,
OM2-4-2.7-HL79999,OM2,4,OM2-4,CWE,HL79999,9999,2.7,Frank,1,,,
OM2-4-2.7.1-HL79999,OM2,4,OM2-4,CWE,HL79999,9999,2.7.1,Frank,1,,,
OM2-4-2.8-HL79999,OM2,4,OM2-4,CWE,HL79999,9999,2.8,Frank,1,,,
OM2-4-2.8.1-HL79999,OM2,4,OM2-4,CWE,HL79999,9999,2.8.1,Frank,1,,,
OM2-4-2.8.2-HL79999,OM2,4,OM2-4,CWE,HL79999,9999,2.8.2,Frank,1,,,
OM3-2-2.4-HL79999,OM3,2,OM3-2,CE,HL79999,9999,2.4,Frank,1,,,
OM3-2-2.5-HL79999,OM3,2,OM3-2,CE,HL79999,9999,2.5,Frank,1,,,
OM3-2-2.5.1-HL79999,OM3,2,OM3-2,CE,HL79999,9999,2.5.1,Frank,2,,,
OM3-2-2.5.1-HL79999,OM3,2,OM3-2,CE,HL79999,9999,2.5.1,IGAMT,2,,,
OM3-2-2.6-HL79999,OM3,2,OM3-2,CWE,HL79999,9999,2.6,Frank,1,,,
OM3-2-2.7-HL79999,OM3,2,OM3-2,CWE,HL79999,9999,2.7,Frank,2,,,
OM3-2-2.7-HL79999,OM3,2,OM3-2,CWE,HL79999,9999,2.7,IGAMT,2,,,
OM3-2-2.7.1-HL79999,OM3,2,OM3-2,CWE,HL79999,9999,2.7.1,Frank,2,,,
OM3-2-2.7.1-HL79999,OM3,2,OM3-2,CWE,HL79999,9999,2.7.1,IGAMT,2,,,
OM3-2-2.8-HL79999,OM3,2,OM3-2,CWE,HL79999,9999,2.8,Frank,1,,,
OM3-2-2.8.1-HL79999,OM3,2,OM3-2,CWE,HL79999,9999,2.8.1,Frank,1,,,
OM3-2-2.8.2-HL79999,OM3,2,OM3-2,CWE,HL79999,9999,2.8.2,Frank,2,,,
OM3-2-2.8.2-HL79999,OM3,2,OM3-2,CWE,HL79999,9999,2.8.2,IGAMT,2,,,
OM3-3-2.4-HL79999,OM3,3,OM3-3,CE,HL79999,9999,2.4,Frank,1,,,
OM3-3-2.5-HL79999,OM3,3,OM3-3,CE,HL79999,9999,2.5,Frank,2,,,
OM3-3-2.5-HL79999,OM3,3,OM3-3,CE,HL79999,9999,2.5,IGAMT,2,,,
OM3-3-2.5.1-HL79999,OM3,3,OM3-3,CE,HL79999,9999,2.5.1,Frank,1,,,
OM3-3-2.6-HL79999,OM3,3,OM3-3,CWE,HL79999,9999,2.6,Frank,1,,,
OM3-3-2.7-HL79999,OM3,3,OM3-3,CWE,HL79999,9999,2.7,Frank,1,,,
OM3-3-2.7.1-HL79999,OM3,3,OM3-3,CWE,HL79999,9999,2.7.1,Frank,1,,,
OM3-3-2.8-HL79999,OM3,3,OM3-3,CWE,HL79999,9999,2.8,Frank,1,,,
OM3-3-2.8.1-HL79999,OM3,3,OM3-3,CWE,HL79999,9999,2.8.1,Frank,1,,,
OM3-3-2.8.2-HL79999,OM3,3,OM3-3,CWE,HL79999,9999,2.8.2,Frank,1,,,
OM3-4-2.4-HL79999,OM3,4,OM3-4,CE,HL79999,9999,2.4,Frank,1,,,
OM3-4-2.5-HL79999,OM3,4,OM3-4,CE,HL79999,9999,2.5,Frank,1,,,
OM3-4-2.5.1-HL79999,OM3,4,OM3-4,CE,HL79999,9999,2.5.1,Frank,1,,,
OM3-4-2.6-HL79999,OM3,4,OM3-4,CWE,HL79999,9999,2.6,Frank,1,,,
OM3-4-2.7-HL79999,OM3,4,OM3-4,CWE,HL79999,9999,2.7,Frank,1,,,
OM3-4-2.7.1-HL79999,OM3,4,OM3-4,CWE,HL79999,9999,2.7.1,Frank,1,,,
OM3-4-2.8-HL79999,OM3,4,OM3-4,CWE,HL79999,9999,2.8,Frank,1,,,
OM3-4-2.8.1-HL79999,OM3,4,OM3-4,CWE,HL79999,9999,2.8.1,Frank,1,,,
OM3-4-2.8.2-HL79999,OM3,4,OM3-4,CWE,HL79999,9999,2.8.2,Frank,1,,,
OM3-5-2.4-HL79999,OM3,5,OM3-5,CE,HL79999,9999,2.4,Frank,2,,,
OM3-5-2.4-HL79999,OM3,5,OM3-5,CE,HL79999,9999,2.4,IGAMT,2,,,
OM3-5-2.5-HL79999,OM3,5,OM3-5,CE,HL79999,9999,2.5,Frank,1,,,
OM3-5-2.5.1-HL79999,OM3,5,OM3-5,CE,HL79999,9999,2.5.1,Frank,1,,,
OM3-5-2.6-HL79999,OM3,5,OM3-5,CWE,HL79999,9999,2.6,Frank,1,,,
OM3-5-2.7-HL79999,OM3,5,OM3-5,CWE,HL79999,9999,2.7,Frank,1,,,
OM3-5-2.7.1-HL79999,OM3,5,OM3-5,CWE,HL79999,9999,2.7.1,Frank,1,,,
OM3-5-2.8-HL79999,OM3,5,OM3-5,CWE,HL79999,9999,2.8,Frank,1,,,
OM3-5-2.8.1-HL79999,OM3,5,OM3-5,CWE,HL79999,9999,2.8.1,Frank,1,,,
OM3-5-2.8.2-HL79999,OM3,5,OM3-5,CWE,HL79999,9999,2.8.2,Frank,1,,,
OM3-6-2.4-HL79999,OM3,6,OM3-6,CE,HL79999,9999,2.4,Frank,1,,,
OM3-6-2.5-HL79999,OM3,6,OM3-6,CE,HL79999,9999,2.5,Frank,1,,,
OM3-6-2.5.1-HL79999,OM3,6,OM3-6,CE,HL79999,9999,2.5.1,Frank,1,,,
OM3-6-2.6-HL79999,OM3,6,OM3-6,CWE,HL79999,9999,2.6,Frank,2,,,
OM3-6-2.6-HL79999,OM3,6,OM3-6,CWE,HL79999,9999,2.6,IGAMT,2,,,
OM3-6-2.7-HL79999,OM3,6,OM3-6,CWE,HL79999,9999,2.7,Frank,1,,,
OM3-6-2.7.1-HL79999,OM3,6,OM3-6,CWE,HL79999,9999,2.7.1,Frank,1,,,
OM3-6-2.8-HL79999,OM3,6,OM3-6,CWE,HL79999,9999,2.8,Frank,2,,,
OM3-6-2.8-HL79999,OM3,6,OM3-6,CWE,HL79999,9999,2.8,IGAMT,2,,,
OM3-6-2.8.1-HL79999,OM3,6,OM3-6,CWE,HL79999,9999,2.8.1,Frank,2,,,
OM3-6-2.8.1-HL79999,OM3,6,OM3-6,CWE,HL79999,9999,2.8.1,IGAMT,2,,,
OM3-6-2.8.2-HL79999,OM3,6,OM3-6,CWE,HL79999,9999,2.8.2,Frank,1,,,
OM3-7-2.3-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.3,Frank,1,,,
OM3-7-2.3.1-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.3.1,Frank,1,,,
OM3-7-2.4-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.4,Frank,2,,,
OM3-7-2.4-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.4,IGAMT,2,,,
OM3-7-2.5-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.5,Frank,2,,,
OM3-7-2.5-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.5,IGAMT,2,,,
OM3-7-2.5.1-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.5.1,Frank,2,,,
OM3-7-2.5.1-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.5.1,IGAMT,2,,,
OM3-7-2.6-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.6,Frank,2,,,
OM3-7-2.6-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.6,IGAMT,2,,,
OM3-7-2.7-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.7,Frank,2,,,
OM3-7-2.7-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.7,IGAMT,2,,,
OM3-7-2.7.1-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.7.1,Frank,2,,,
OM3-7-2.7.1-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.7.1,IGAMT,2,,,
OM3-7-2.8-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.8,Frank,2,,,
OM3-7-2.8-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.8,IGAMT,2,,,
OM3-7-2.8.1-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.8.1,Frank,2,,,
OM3-7-2.8.1-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.8.1,IGAMT,2,,,
OM3-7-2.8.2-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.8.2,Frank,2,,,
OM3-7-2.8.2-HL70125,OM3,7,OM3-7,ID,HL70125,0125,2.8.2,IGAMT,2,,,
OM4-13-2.3-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.3,Frank,1,,,
OM4-13-2.3.1-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.3.1,Frank,1,,,
OM4-13-2.4-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.4,Frank,2,,,
OM4-13-2.4-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.4,IGAMT,2,,,
OM4-13-2.5-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.5,Frank,2,,,
OM4-13-2.5-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.5,IGAMT,2,,,
OM4-13-2.5.1-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.5.1,Frank,2,,,
OM4-13-2.5.1-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.5.1,IGAMT,2,,,
OM4-13-2.6-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.6,Frank,2,,,
OM4-13-2.6-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.6,IGAMT,2,,,
OM4-13-2.7-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.7,Frank,2,,,
OM4-13-2.7-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.7,IGAMT,2,,,
OM4-13-2.7.1-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.7.1,Frank,2,,,
OM4-13-2.7.1-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.7.1,IGAMT,2,,,
OM4-13-2.8-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.8,Frank,2,,,
OM4-13-2.8-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.8,IGAMT,2,,,
OM4-13-2.8.1-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.8.1,Frank,2,,,
OM4-13-2.8.1-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.8.1,IGAMT,2,,,
OM4-13-2.8.2-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.8.2,Frank,2,,,
OM4-13-2.8.2-HL70027,OM4,13,OM4-13,ID,HL70027,0027,2.8.2,IGAMT,2,,,
OM4-14-2.2-HL70027,OM4,14,OM4-14,ID,HL70027,0027,2.2,Frank,1,,,
OM4-15-2.8-HL70376,OM4,15,OM4-15,CWE,HL70376,0376,2.8,Frank,2,,,
OM4-15-2.8-HL70376,OM4,15,OM4-15,CWE,HL70376,0376,2.8,IGAMT,2,,,
OM4-15-2.8.1-HL70376,OM4,15,OM4-15,CWE,HL70376,0376,2.8.1,Frank,2,,,
OM4-15-2.8.1-HL70376,OM4,15,OM4-15,CWE,HL70376,0376,2.8.1,IGAMT,2,,,
OM4-15-2.8.2-HL70376,OM4,15,OM4-15,CWE,HL70376,0376,2.8.2,Frank,2,,,
OM4-15-2.8.2-HL70376,OM4,15,OM4-15,CWE,HL70376,0376,2.8.2,IGAMT,2,,,
OM4-16-2.8-HL70920,OM4,16,OM4-16,ID,HL70920,0920,2.8,Frank,2,,,
OM4-16-2.8-HL70920,OM4,16,OM4-16,ID,HL70920,0920,2.8,IGAMT,2,,,
OM4-16-2.8.1-HL70920,OM4,16,OM4-16,ID,HL70920,0920,2.8.1,Frank,2,,,
OM4-16-2.8.1-HL70920,OM4,16,OM4-16,ID,HL70920,0920,2.8.1,IGAMT,2,,,
OM4-16-2.8.2-HL70920,OM4,16,OM4-16,ID,HL70920,0920,2.8.2,Frank,2,,,
OM4-16-2.8.2-HL70920,OM4,16,OM4-16,ID,HL70920,0920,2.8.2,IGAMT,2,,,
OM4-2-2.3-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.3,Frank,1,,,
OM4-2-2.3.1-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.3.1,Frank,1,,,
OM4-2-2.4-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.4,Frank,2,,,
OM4-2-2.4-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.4,IGAMT,2,,,
OM4-2-2.5-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.5,Frank,2,,,
OM4-2-2.5-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.5,IGAMT,2,,,
OM4-2-2.5.1-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.5.1,Frank,2,,,
OM4-2-2.5.1-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.5.1,IGAMT,2,,,
OM4-2-2.6-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.6,Frank,2,,,
OM4-2-2.6-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.6,IGAMT,2,,,
OM4-2-2.7-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.7,Frank,2,,,
OM4-2-2.7-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.7,IGAMT,2,,,
OM4-2-2.7.1-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.7.1,Frank,2,,,
OM4-2-2.7.1-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.7.1,IGAMT,2,,,
OM4-2-2.8-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.8,Frank,2,,,
OM4-2-2.8-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.8,IGAMT,2,,,
OM4-2-2.8.1-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.8.1,Frank,2,,,
OM4-2-2.8.1-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.8.1,IGAMT,2,,,
OM4-2-2.8.2-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.8.2,Frank,2,,,
OM4-2-2.8.2-HL70170,OM4,2,OM4-2,ID,HL70170,0170,2.8.2,IGAMT,2,,,
OM4-3-2.2-HL70170,OM4,3,OM4-3,ID,HL70170,0170,2.2,Frank,1,,,
OM4-5-2.4-HL79999,OM4,5,OM4-5,CE,HL79999,9999,2.4,Frank,2,,,
OM4-5-2.4-HL79999,OM4,5,OM4-5,CE,HL79999,9999,2.4,IGAMT,2,,,
OM4-5-2.5-HL79999,OM4,5,OM4-5,CE,HL79999,9999,2.5,Frank,2,,,
OM4-5-2.5-HL79999,OM4,5,OM4-5,CE,HL79999,9999,2.5,IGAMT,2,,,
OM4-5-2.5.1-HL79999,OM4,5,OM4-5,CE,HL79999,9999,2.5.1,Frank,2,,,
OM4-5-2.5.1-HL79999,OM4,5,OM4-5,CE,HL79999,9999,2.5.1,IGAMT,2,,,
OM4-5-2.6-HL79999,OM4,5,OM4-5,CWE,HL79999,9999,2.6,Frank,2,,,
OM4-5-2.6-HL79999,OM4,5,OM4-5,CWE,HL79999,9999,2.6,IGAMT,2,,,
OM4-5-2.7-HL79999,OM4,5,OM4-5,CWE,HL79999,9999,2.7,Frank,1,,,
OM4-5-2.7.1-HL79999,OM4,5,OM4-5,CWE,HL79999,9999,2.7.1,Frank,2,,,
OM4-5-2.7.1-HL79999,OM4,5,OM4-5,CWE,HL79999,9999,2.7.1,IGAMT,2,,,
OM4-5-2.8-HL79999,OM4,5,OM4-5,CWE,HL79999,9999,2.8,Frank,2,,,
OM4-5-2.8-HL79999,OM4,5,OM4-5,CWE,HL79999,9999,2.8,IGAMT,2,,,
OM4-5-2.8.1-HL79999,OM4,5,OM4-5,CWE,HL79999,9999,2.8.1,Frank,2,,,
OM4-5-2.8.1-HL79999,OM4,5,OM4-5,CWE,HL79999,9999,2.8.1,IGAMT,2,,,
OM4-5-2.8.2-HL79999,OM4,5,OM4-5,CWE,HL79999,9999,2.8.2,Frank,2,,,
OM4-5-2.8.2-HL79999,OM4,5,OM4-5,CWE,HL79999,9999,2.8.2,IGAMT,2,,,
OM4-6-2.4-HL79999,OM4,6,OM4-6,CE,HL79999,9999,2.4,Frank,1,,,
OM4-6-2.5-HL79999,OM4,6,OM4-6,CE,HL79999,9999,2.5,Frank,1,,,
OM4-6-2.5.1-HL79999,OM4,6,OM4-6,CE,HL79999,9999,2.5.1,Frank,1,,,
OM4-6-2.6-HL79999,OM4,6,OM4-6,CWE,HL79999,9999,2.6,Frank,1,,,
OM4-6-2.7-HL79999,OM4,6,OM4-6,CWE,HL79999,9999,2.7,Frank,2,,,
OM4-6-2.7-HL79999,OM4,6,OM4-6,CWE,HL79999,9999,2.7,IGAMT,2,,,
OM4-6-2.7.1-HL79999,OM4,6,OM4-6,CWE,HL79999,9999,2.7.1,Frank,1,,,
OM4-6-2.8-HL79999,OM4,6,OM4-6,CWE,HL79999,9999,2.8,Frank,1,,,
OM4-6-2.8.1-HL79999,OM4,6,OM4-6,CWE,HL79999,9999,2.8.1,Frank,1,,,
OM4-6-2.8.2-HL79999,OM4,6,OM4-6,CWE,HL79999,9999,2.8.2,Frank,1,,,
OM4-7-2.4-HL70371,OM4,7,OM4-7,CE,HL70371,0371,2.4,Frank,2,,,
OM4-7-2.4-HL70371,OM4,7,OM4-7,CE,HL70371,0371,2.4,IGAMT,2,,,
OM4-7-2.5-HL70371,OM4,7,OM4-7,CWE,HL70371,0371,2.5,Frank,2,,,
OM4-7-2.5-HL70371,OM4,7,OM4-7,CWE,HL70371,0371,2.5,IGAMT,2,,,
OM4-7-2.5.1-HL70371,OM4,7,OM4-7,CWE,HL70371,0371,2.5.1,Frank,2,,,
OM4-7-2.5.1-HL70371,OM4,7,OM4-7,CWE,HL70371,0371,2.5.1,IGAMT,2,,,
OM4-7-2.6-HL70371,OM4,7,OM4-7,CWE,HL70371,0371,2.6,Frank,2,,,
