Segments, Location, Referenced Data type, Value Set
NK1,5,null,HL70000
NK1,23,null,HL70136
NK1,21,null,HL70220
NK1,3,null,HL70063
NK1,27,null,HL70212
NK1,7,null,HL70131
NK1,30,null,HL70000
NPU,1,null,HL70000
NPU,2,null,HL70116
NSC,1,null,HL70409
NSC,8,null,HL70361
NSC,2,null,HL70000
NSC,3,null,HL70000
NSC,9,null,HL70362
NSC,4,null,HL70361
NSC,5,null,HL70362
NSC,6,null,HL70000
NSC,7,null,HL70000
NST,11,null,HL70000
NST,10,null,HL70000
NST,4,null,HL70000
NST,13,null,HL70000
NST,12,null,HL70000
NST,3,null,HL70332
NST,2,null,HL70000
NST,6,null,HL70000
NST,15,null,HL70000
NST,7,null,HL70000
NST,14,null,HL70000
NST,5,null,HL70000
NST,8,null,HL70000
NST,9,null,HL70000
NST,1,null,HL70136
NTE,4,null,HL70364
NTE,7,null,HL70000
NTE,5,null,HL70000
NTE,1,null,HL70000
NTE,3,null,HL70000
NTE,6,null,HL70000
NTE,2,null,HL70105
NTE,8,null,HL70000
OBR,10,null,HL70000
OBR,33,null,HL70000
OBR,42,null,HL70225
OBR,13,null,HL70916
OBR,51,null,HL70000
OBR,6,null,HL70000
OBR,7,null,HL70000
OBR,47,null,HL70411
OBR,12,null,HL79999
OBR,19,null,HL70000
OBR,1,null,HL70000
OBR,9,null,HL70000
OBR,14,null,HL70000
OBR,21,null,HL70000
OBR,40,null,HL79999
OBR,43,null,HL79999
OBR,34,null,HL70000
OBR,30,null,HL70124
OBR,50,null,HL70000
OBR,39,null,HL79999
OBR,37,null,HL70000
OBR,18,null,HL70000
OBR,4,null,HL70000
OBR,53,null,HL70000
OBR,24,null,HL70074
OBR,41,null,HL70224
OBR,26,null,HL70000
OBR,27,null,HL70000
OBR,32,null,HL70000
OBR,46,null,HL70411
OBR,54,null,HL70000
OBR,16,null,HL70000
OBR,15,null,HL70000
OBR,20,null,HL70000
OBR,23,null,HL70000
OBR,44,null,HL70088
OBR,36,null,HL70000
OBR,5,null,HL70000
OBR,8,null,HL70000
OBR,38,null,HL79999
OBR,29,null,HL70000
OBR,11,null,HL70065
OBR,31,null,HL79999
OBR,17,null,HL70000
OBR,35,null,HL70000
OBR,2,null,HL70000
OBR,45,null,HL70340
OBR,52,null,HL70000
OBR,3,null,HL70000
OBR,25,null,HL70123
OBR,48,null,HL70476
OBR,22,null,HL70000
OBR,28,null,HL70000
OBR,49,null,HL70507
OBX,7,null,HL70000
OBX,11,null,HL70085
OBX,22,null,HL70725
OBX,16,null,HL70000
OBX,3,null,HL79999
OBX,9,null,HL70000
OBX,19,null,HL70000
OBX,28,null,HL70915
OBX,1,null,HL70000
OBX,2,null,HL70125
OBX,14,null,HL70000
OBX,8,null,HL70078
OBX,12,null,HL70000
OBX,18,null,HL70000
OBX,15,null,HL79999
OBX,20,null,HL70163
OBX,13,null,HL70000
OBX,26,null,HL70909
OBX,27,null,HL70914
OBX,6,null,HL70000
OBX,25,null,HL70000
OBX,17,null,HL79999
OBX,4,null,HL70000
OBX,23,null,HL70000
OBX,10,null,HL70080
OBX,21,null,HL70000
OBX,5,null,HL70000
OBX,24,null,HL70000
ODS,1,null,HL70159
ODS,3,null,HL79999
ODS,2,null,HL79999
ODS,4,null,HL70000
ODT,1,null,HL70160
ODT,3,null,HL70000
ODT,2,null,HL79999
OM1,22,null,HL70000
OM1,11,null,HL70000
OM1,18,null,HL70174
OM1,51,null,HL70000
OM1,10,null,HL70000
OM1,49,null,HL70074
OM1,25,null,HL70168
OM1,43,null,HL70255
OM1,4,null,HL70136
OM1,6,null,HL70000
OM1,23,null,HL70000
OM1,27,null,HL79999
OM1,2,null,HL79999
OM1,45,null,HL70258
OM1,16,null,HL79999
OM1,46,null,HL79999
OM1,34,null,HL79999
OM1,44,null,HL70256
OM1,39,null,HL70000
OM1,30,null,HL70177
OM1,31,null,HL79999
OM1,42,null,HL70254
OM1,14,null,HL79999
OM1,15,null,HL70136
OM1,24,null,HL70000
OM1,48,null,HL70919
OM1,8,null,HL70000
OM1,12,null,HL70136
OM1,21,null,HL70000
OM1,7,null,HL79999
OM1,20,null,HL70000
OM1,28,null,HL70000
OM1,37,null,HL70000
OM1,13,null,HL79999
OM1,32,null,HL70000
OM1,29,null,HL70000
OM1,35,null,HL70000
OM1,3,null,HL70125
OM1,5,null,HL79999
OM1,40,null,HL70000
OM1,33,null,HL79999
OM1,41,null,HL70000
OM1,9,null,HL70000
OM1,19,null,HL79999
OM1,1,null,HL70000
OM1,26,null,HL70169
OM1,50,null,HL70000
OM1,36,null,HL79999
OM1,47,null,HL70910
OM1,38,null,HL79999
OM1,17,null,HL70000
ORC,13,null,HL70000
ORC,18,null,HL79999
ORC,9,null,HL70000
ORC,21,null,HL70000
ORC,26,null,HL70552
ORC,30,null,HL70483
ORC,31,null,HL70000
ORC,23,null,HL70000
ORC,15,null,HL70000
ORC,1,null,HL70119
ORC,6,null,HL70121
ORC,32,null,HL70000
ORC,17,null,HL79999
ORC,3,null,HL70000
ORC,28,null,HL70177
ORC,27,null,HL70000
ORC,14,null,HL70000
ORC,12,null,HL70000
ORC,16,null,HL79999
ORC,20,null,HL70339
ORC,4,null,HL70000
ORC,8,null,HL70000
ORC,33,null,HL70000
ORC,22,null,HL70000
ORC,34,null,HL70934
ORC,7,null,HL70000
ORC,5,null,HL70038
ORC,25,null,HL79999
ORC,11,null,HL70000
ORC,29,null,HL70482
ORC,10,null,HL70000
ORC,24,null,HL70000
ORC,2,null,HL70000
ORC,19,null,HL70000
ORG,8,null,HL70454
ORG,6,null,HL70452
ORG,1,null,HL70000
ORG,9,null,HL70000
ORG,2,null,HL70405
ORG,5,null,HL70000
ORG,11,null,HL70136
ORG,10,null,HL70066
ORG,4,null,HL70136
ORG,13,null,HL70539
ORG,3,null,HL70474
ORG,7,null,HL70453
ORG,12,null,HL70136
OVR,3,null,HL70000
OVR,1,null,HL70518
OVR,4,null,HL70000
OVR,2,null,HL70521
OVR,5,null,HL70000
PAC,1,null,HL70000
PAC,3,null,HL70000
PAC,2,null,HL70000
PAC,7,null,HL70376
PAC,5,null,HL70908
PAC,8,null,HL70489
PAC,6,null,HL70544
PAC,4,null,HL70000
PCE,3,null,HL70132
PCE,2,null,HL70319
PCE,1,null,HL70000
PCE,4,null,HL70000
PCR,8,null,HL70000
PCR,16,null,HL79999
PCR,13,null,HL70246
PCR,6,null,HL70000
PCR,18,null,HL70000
PCR,1,null,HL79999
PCR,7,null,HL70000
PCR,17,null,HL70248
PCR,23,null,HL70253
PCR,4,null,HL70000
PCR,9,null,HL70244
PCR,10,null,HL79999
PCR,22,null,HL70252
PCR,3,null,HL79999
PCR,15,null,HL70247
PCR,11,null,HL70245
PCR,20,null,HL70250
PCR,21,null,HL70251
PCR,2,null,HL70249
PCR,12,null,HL70000
PCR,19,null,HL70242
PCR,5,null,HL70000
PCR,14,null,HL79999
PD1,3,null,HL70204
PD1,18,null,HL70000
PD1,19,null,HL70140
PD1,13,null,HL70000
PD1,14,null,HL70000
PD1,15,null,HL70435
PD1,8,null,HL70316
PD1,6,null,HL70295
PD1,2,null,HL70220
PD1,9,null,HL70136
PD1,21,null,HL70142
PD1,22,null,HL70000
PD1,10,null,HL70000
PD1,1,null,HL70223
PD1,5,null,HL70231
PD1,7,null,HL70315
PD1,20,null,HL70141
PD1,11,null,HL70215
PD1,12,null,HL70136
PD1,16,null,HL70441
PD1,4,null,HL70000
PD1,17,null,HL70000
PDA,2,null,HL70000
PDA,1,null,HL70000
PDA,9,null,HL70136
PDA,5,null,HL70000
PDA,7,null,HL70000
PDA,8,null,HL70000
PDA,4,null,HL70000
PDA,6,null,HL70136
PDA,3,null,HL70136
PDC,11,null,HL70000
PDC,3,null,HL70000
PDC,8,null,HL70000
PDC,12,null,HL70000
PDC,1,null,HL70000
PDC,4,null,HL70000
PDC,7,null,HL70000
PDC,5,null,HL79999
PDC,10,null,HL70330
PDC,6,null,HL70000
PDC,2,null,HL79999
PDC,13,null,HL70000
PDC,15,null,HL70000
PDC,9,null,HL79999
PDC,14,null,HL70000
PEO,23,null,HL70242
PEO,3,null,HL70000
PEO,25,null,HL70243
PEO,5,null,HL70000
PEO,15,null,HL70000
PEO,16,null,HL70000
PEO,12,null,HL70241
PEO,13,null,HL70000
PEO,20,null,HL70000
PEO,7,null,HL70000
PEO,24,null,HL70000
PEO,19,null,HL70000
PEO,18,null,HL79999
PEO,22,null,HL70242
PEO,11,null,HL70240
PEO,14,null,HL70000
PEO,17,null,HL70000
PEO,21,null,HL70000
PEO,10,null,HL70239
PEO,2,null,HL79999
PEO,9,null,HL70238
PEO,6,null,HL70000
PEO,4,null,HL70000
PEO,1,null,HL79999
PEO,8,null,HL70237
PES,3,null,HL70000
PES,7,null,HL70000
PES,10,null,HL70000
PES,13,null,HL70236
PES,2,null,HL70000
PES,12,null,HL70235
PES,1,null,HL70000
PES,11,null,HL70234
PES,4,null,HL70000
PES,6,null,HL70000
PES,8,null,HL70000
PES,5,null,HL70000
PES,9,null,HL70000
PID,10,null,HL70005
PID,15,null,HL70296
PID,9,null,HL70000
PID,37,null,HL70000
PID,3,null,HL70000
PID,25,null,HL70000
PID,1,null,HL70000
PID,12,null,HL70000
PID,21,null,HL70000
PID,39,null,HL70171
PID,40,null,HL70000
PID,14,null,HL70000
PID,22,null,HL70189
PID,29,null,HL70000
PID,8,null,HL70001
PID,16,null,HL70002
PID,2,null,HL70000
PID,18,null,HL70000
PID,36,null,HL70447
PID,19,null,HL70000
PID,23,null,HL70000
PID,34,null,HL70000
PID,28,null,HL70212
PID,6,null,HL70000
PID,13,null,HL70000
PID,20,null,HL70000
PID,33,null,HL70000
PID,11,null,HL70000
PID,17,null,HL70006
PID,24,null,HL70136
PID,32,null,HL70445
PID,38,null,HL70429
PID,35,null,HL70000
PID,26,null,HL70171
PID,5,null,HL70200
PID,30,null,HL70136
PID,7,null,HL70000
PID,4,null,HL70000
PID,27,null,HL70172
PID,31,null,HL70136
PKG,2,null,HL70818
PKG,6,null,HL70000
PKG,7,null,HL70000
PKG,8,null,HL70000
PKG,4,null,HL70000
PKG,1,null,HL70000
PKG,3,null,HL70532
PKG,5,null,HL70000
PMT,3,null,HL70000
PMT,6,null,HL70000
PMT,1,null,HL70000
PMT,5,null,HL70000
PMT,12,null,HL70000
PMT,4,null,HL70570
PMT,11,null,HL70000
PMT,9,null,HL70000
PMT,8,null,HL70000
PMT,10,null,HL70000
PMT,2,null,HL70000
PMT,7,null,HL70000
PR1,7,null,HL70000
PR1,22,null,HL70763
PR1,12,null,HL70000
PR1,8,null,HL70000
PR1,20,null,HL70206
PR1,1,null,HL70000
PR1,17,null,HL70416
PR1,6,null,HL70230
PR1,25,null,HL70000
PR1,13,null,HL70059
PR1,15,null,HL70051
PR1,14,null,HL70418
PR1,2,null,HL70000
PR1,16,null,HL70340
PR1,24,null,HL70136
PR1,9,null,HL70019
PR1,21,null,HL70761
PR1,10,null,HL70000
PR1,18,null,HL70417
PR1,3,null,HL70088
PR1,4,null,HL70000
PR1,19,null,HL70000
PR1,5,null,HL70000
PR1,23,null,HL70000
PR1,11,null,HL70000
PRA,1,null,HL79999
PRA,2,null,HL70358
PRA,10,null,HL70000
PRA,5,null,HL70337
PRA,11,null,HL70401
PRA,3,null,HL70186
PRA,6,null,HL70338
PRA,12,null,HL70000
PRA,8,null,HL70000
PRA,9,null,HL70537
PRA,7,null,HL70000
PRA,4,null,HL70187
PRB,10,null,HL70000
PRB,20,null,HL70000
PRB,14,null,HL70000
PRB,3,null,HL70000
PRB,7,null,HL70000
PRB,4,null,HL70000
PRB,18,null,HL70000
PRB,26,null,HL70836
PRB,2,null,HL70000
PRB,24,null,HL70000
PRB,6,null,HL70000
PRB,13,null,HL70000
PRB,28,null,HL70725
PRB,9,null,HL70000
PRB,12,null,HL70000
PRB,16,null,HL70000
PRB,21,null,HL70000
PRB,15,null,HL70000
PRB,25,null,HL70000
PRB,11,null,HL70000
PRB,27,null,HL70838
PRB,22,null,HL70000
PRB,8,null,HL70000
PRB,23,null,HL70000
PRB,17,null,HL70000
PRB,5,null,HL70000
PRB,19,null,HL70000
PRB,1,null,HL70206
PRC,7,null,HL70000
PRC,1,null,HL70132
PRC,2,null,HL70464
PRC,16,null,HL70183
PRC,17,null,HL70000
PRC,12,null,HL70000
PRC,10,null,HL70000
PRC,18,null,HL70269
PRC,13,null,HL70268
PRC,3,null,HL70184
PRC,8,null,HL70000
PRC,11,null,HL70000
PRC,14,null,HL70293
PRC,15,null,HL70136
PRC,5,null,HL70000
PRC,6,null,HL70000
PRC,4,null,HL70004
PRC,9,null,HL70000
PRD,1,null,HL70286
PRD,5,null,HL70000
PRD,8,null,HL70000
PRD,6,null,HL70185
PRD,9,null,HL70000
PRD,4,null,HL70000
PRD,7,null,HL70338
PRD,2,null,HL70000
PRD,13,null,HL70000
PRD,3,null,HL70000
PRD,11,null,HL70000
PRD,12,null,HL70000
PRD,10,null,HL70000
PRD,14,null,HL70185
PRT,15,null,HL70000
PRT,3,null,HL70000
PRT,11,null,HL70000
PRT,8,null,HL70000
PRT,7,null,HL70406
PRT,9,null,HL70000
PRT,6,null,HL70000
PRT,5,null,HL70000
PRT,12,null,HL70000
PRT,1,null,HL70000
PRT,13,null,HL70000
PRT,14,null,HL70000
PRT,2,null,HL70206
PRT,10,null,HL70000
PRT,4,null,HL70912
PSG,5,null,HL70000
PSG,6,null,HL70000
PSG,1,null,HL70000
PSG,2,null,HL70000
PSG,4,null,HL70136
PSG,3,null,HL70000
PSH,4,null,HL70000
PSH,5,null,HL70000
PSH,8,null,HL70329
PSH,13,null,HL70000
PSH,14,null,HL70000
PSH,11,null,HL70329
PSH,7,null,HL70000
PSH,10,null,HL70000
PSH,1,null,HL70000
PSH,6,null,HL70000
PSH,12,null,HL70000
PSH,2,null,HL70000
PSH,9,null,HL70000
PSH,3,null,HL70000
PSL,36,null,HL70000
PSL,13,null,HL70000
PSL,30,null,HL70000
PSL,3,null,HL70000
PSL,48,null,HL70000
PSL,4,null,HL70000
PSL,27,null,HL70000
PSL,17,null,HL70561
PSL,1,null,HL70000
PSL,16,null,HL70000
PSL,6,null,HL70559
PSL,37,null,HL70000
PSL,24,null,HL70000
PSL,25,null,HL70000
PSL,34,null,HL70000
PSL,45,null,HL70000
PSL,43,null,HL70000
PSL,44,null,HL70000
PSL,9,null,HL70000
PSL,46,null,HL70000
PSL,47,null,HL70136
PSL,40,null,HL70000
PSL,15,null,HL70000
PSL,19,null,HL70000
PSL,5,null,HL70000
PSL,8,null,HL70880
PSL,21,null,HL70532
PSL,23,null,HL70000
PSL,28,null,HL70000
PSL,10,null,HL70000
PSL,39,null,HL70000
PSL,29,null,HL70000
PSL,35,null,HL70000
PSL,14,null,HL70000
PSL,2,null,HL70000
PSL,32,null,HL70882
PSL,18,null,HL70000
PSL,20,null,HL70562
PSL,12,null,HL70560
PSL,33,null,HL70894
PSL,42,null,HL70000
PSL,26,null,HL70000
PSL,22,null,HL70879
PSL,7,null,HL70879
PSL,38,null,HL70000
PSL,41,null,HL70000
PSL,11,null,HL70000
PSL,31,null,HL70881
PSS,5,null,HL70000
PSS,1,null,HL70000
PSS,2,null,HL70000
PSS,4,null,HL70000
PSS,3,null,HL70000
PTH,5,null,HL70000
PTH,4,null,HL70000
PTH,3,null,HL70000
PTH,7,null,HL70725
PTH,6,null,HL70000
PTH,1,null,HL70206
PTH,2,null,HL70000
PV1,3,null,HL70000
PV1,20,null,HL70064
PV1,1,null,HL70000
PV1,27,null,HL70000
PV1,32,null,HL70000
PV1,47,null,HL70000
PV1,49,null,HL70000
PV1,6,null,HL70000
PV1,14,null,HL70023
PV1,30,null,HL70000
PV1,8,null,HL70010
PV1,45,null,HL70000
PV1,33,null,HL70000
PV1,40,null,HL70116
PV1,5,null,HL70000
PV1,42,null,HL70000
PV1,25,null,HL70000
PV1,29,null,HL70110
PV1,31,null,HL70021
PV1,35,null,HL70000
PV1,54,null,HL70000
PV1,23,null,HL70046
PV1,38,null,HL70114
PV1,10,null,HL70069
PV1,7,null,HL70010
PV1,19,null,HL70000
PV1,50,null,HL70203
PV1,9,null,HL70000
PV1,52,null,HL70000
PV1,13,null,HL70092
PV1,28,null,HL70073
PV1,48,null,HL70000
PV1,18,null,HL70018
PV1,44,null,HL70000
PV1,36,null,HL70112
PV1,22,null,HL70045
PV1,51,null,HL70326
PV1,11,null,HL70000
PV1,34,null,HL70111
PV1,37,null,HL70113
PV1,43,null,HL70000
PV1,15,null,HL70009
PV1,24,null,HL70044
PV1,53,null,HL70000
PV1,4,null,HL70007
PV1,26,null,HL70000
PV1,39,null,HL70115
PV1,46,null,HL70000
PV1,17,null,HL70010
PV1,2,null,HL70004
PV1,16,null,HL70099
PV1,21,null,HL70032
PV1,12,null,HL70087
PV1,41,null,HL70117
PYE,5,null,HL70000
PYE,2,null,HL70557
PYE,6,null,HL70000
PYE,4,null,HL70000
PYE,1,null,HL70000
PYE,3,null,HL70558
PYE,7,null,HL70570
QAK,3,null,HL70471
QAK,1,null,HL70000
QAK,6,null,HL70000
QAK,2,null,HL70208
QAK,5,null,HL70000
QAK,4,null,HL70000
QID,2,null,HL70471
QID,1,null,HL70000
QPD,2,null,HL70000
QPD,3,null,HL70000
QPD,1,null,HL70471
QRI,1,null,HL70000
QRI,2,null,HL70392
QRI,3,null,HL70393
RCP,5,null,HL70395
RCP,6,null,HL70000
RCP,4,null,HL70000
RCP,1,null,HL70091
RCP,3,null,HL70394
RCP,7,null,HL70391
RCP,2,null,HL70126
RDF,2,null,HL70440
RDF,1,null,HL70000
RDT,1,null,HL70000
REL,14,null,HL70000
REL,5,null,HL70000
REL,16,null,HL70136
REL,2,null,HL70000
REL,7,null,HL70000
REL,13,null,HL70000
REL,12,null,HL70136
REL,15,null,HL70000
REL,1,null,HL70000
REL,6,null,HL70000
REL,3,null,HL70000
REL,10,null,HL70000
REL,8,null,HL70000
REL,4,null,HL70000
REL,9,null,HL70000
REL,11,null,HL70000
RF1,7,null,HL70000
RF1,2,null,HL70280
RF1,15,null,HL70000
RF1,9,null,HL70000
RF1,20,null,HL70000
RF1,14,null,HL70000
RF1,13,null,HL70000
RF1,23,null,HL70000
RF1,11,null,HL70000
RF1,10,null,HL70336
RF1,19,null,HL70000
RF1,25,null,HL70206
RF1,4,null,HL70282
RF1,8,null,HL70000
RF1,17,null,HL70000
RF1,5,null,HL70284
RF1,18,null,HL70000
RF1,12,null,HL70865
RF1,1,null,HL70283
RF1,21,null,HL70000
RF1,16,null,HL70000
RF1,3,null,HL70281
RF1,24,null,HL70000
RF1,6,null,HL70000
RF1,22,null,HL70000
RFI,1,null,HL70000
RFI,2,null,HL70000
RFI,3,null,HL70136
RFI,4,null,HL70000
RGS,3,null,HL70000
RGS,1,null,HL70000
RGS,2,null,HL70206
RMI,2,null,HL70000
RMI,3,null,HL70428
RMI,1,null,HL70427
ROL,2,null,HL70206
ROL,10,null,HL70406
ROL,11,null,HL70000
ROL,8,null,HL70000
ROL,1,null,HL70000
ROL,7,null,HL70000
ROL,3,null,HL70443
ROL,6,null,HL70000
ROL,9,null,HL70000
ROL,14,null,HL70000
ROL,12,null,HL70000
ROL,5,null,HL70000
ROL,13,null,HL70000
ROL,4,null,HL70000
RQ1,7,null,HL70136
RQ1,1,null,HL70000
RQ1,2,null,HL70385
RQ1,4,null,HL79999
RQ1,6,null,HL70136
RQ1,3,null,HL70000
RQ1,5,null,HL70000
RQD,2,null,HL79999
RQD,9,null,HL79999
RQD,10,null,HL70000
RQD,5,null,HL70000
RQD,3,null,HL79999
RQD,4,null,HL79999
RQD,7,null,HL70319
RQD,8,null,HL70320
RQD,1,null,HL70000
RQD,6,null,HL79999
RXA,10,null,HL70000
RXA,13,null,HL70000
RXA,22,null,HL70000
RXA,2,null,HL70000
RXA,15,null,HL70000
RXA,5,null,HL70292
RXA,12,null,HL70000
RXA,1,null,HL70000
RXA,25,null,HL79999
RXA,11,null,HL70000
RXA,3,null,HL70000
RXA,27,null,HL70000
RXA,17,null,HL70000
RXA,16,null,HL70000
RXA,4,null,HL70000
RXA,28,null,HL70000
RXA,29,null,HL70000
RXA,20,null,HL70322
RXA,7,null,HL79999
RXA,8,null,HL79999
RXA,19,null,HL79999
RXA,26,null,HL70480
RXA,14,null,HL79999
RXA,24,null,HL79999
RXA,9,null,HL79999
RXA,18,null,HL79999
RXA,23,null,HL70000
RXA,6,null,HL70000
RXA,21,null,HL70206
RXC,11,null,HL79999
RXC,10,null,HL70000
RXC,3,null,HL70000
RXC,9,null,HL79999
RXC,1,null,HL70166
RXC,2,null,HL79999
RXC,8,null,HL70000
RXC,4,null,HL79999
RXC,5,null,HL70000
RXC,6,null,HL79999
RXC,7,null,HL79999
RXD,3,null,HL70000
RXD,4,null,HL70000
RXD,7,null,HL70000
RXD,15,null,HL79999
RXD,23,null,HL79999
RXD,11,null,HL70167
RXD,13,null,HL70000
RXD,12,null,HL70000
RXD,20,null,HL70000
RXD,8,null,HL70000
RXD,17,null,HL79999
RXD,19,null,HL70000
RXD,27,null,HL79999
RXD,16,null,HL70000
RXD,30,null,HL79999
RXD,21,null,HL79999
RXD,10,null,HL70000
RXD,22,null,HL70000
RXD,35,null,HL70000
RXD,5,null,HL79999
RXD,28,null,HL70000
RXD,14,null,HL70136
RXD,26,null,HL79999
RXD,25,null,HL79999
RXD,9,null,HL70000
RXD,18,null,HL70000
RXD,29,null,HL79999
RXD,31,null,HL70000
RXD,2,null,HL70292
RXD,34,null,HL70000
RXD,6,null,HL79999
RXD,1,null,HL70000
RXD,33,null,HL70484
RXD,24,null,HL70321
RXD,32,null,HL70480
RXE,43,null,HL70000
RXE,26,null,HL79999
RXE,17,null,HL70000
RXE,38,null,HL79999
RXE,45,null,HL70000
RXE,44,null,HL70480
RXE,21,null,HL79999
RXE,41,null,HL70000
RXE,40,null,HL79999
RXE,28,null,HL70000
RXE,31,null,HL79999
RXE,8,null,HL70000
RXE,1,null,HL70000
RXE,42,null,HL70000
RXE,35,null,HL70477
RXE,12,null,HL70000
RXE,20,null,HL70136
RXE,36,null,HL70478
RXE,22,null,HL70000
RXE,25,null,HL70000
RXE,13,null,HL70000
RXE,19,null,HL70000
RXE,27,null,HL79999
RXE,33,null,HL70000
RXE,10,null,HL70000
RXE,16,null,HL70000
RXE,15,null,HL70000
RXE,24,null,HL79999
RXE,3,null,HL70000
RXE,37,null,HL79999
RXE,5,null,HL79999
RXE,2,null,HL70292
RXE,18,null,HL70000
RXE,34,null,HL79999
RXE,39,null,HL70000
RXE,4,null,HL70000
RXE,9,null,HL70167
RXE,32,null,HL70000
RXE,30,null,HL70321
RXE,29,null,HL79999
RXE,6,null,HL79999
RXE,7,null,HL79999
RXE,11,null,HL79999
RXE,14,null,HL70000
RXE,23,null,HL70000
RXG,8,null,HL79999
RXG,10,null,HL70167
RXG,7,null,HL79999
RXG,19,null,HL70000
RXG,27,null,HL79999
RXG,16,null,HL79999
RXG,11,null,HL70000
RXG,29,null,HL70000
RXG,4,null,HL70292
RXG,12,null,HL70136
RXG,25,null,HL79999
RXG,15,null,HL70000
RXG,30,null,HL70000
RXG,22,null,HL79999
RXG,6,null,HL70000
RXG,26,null,HL70480
RXG,13,null,HL79999
RXG,14,null,HL70000
RXG,3,null,HL70000
RXG,23,null,HL70000
RXG,18,null,HL79999
RXG,32,null,HL70000
RXG,31,null,HL70000
RXG,1,null,HL70000
RXG,17,null,HL70000
RXG,5,null,HL70000
RXG,33,null,HL79999
RXG,20,null,HL70000
RXG,21,null,HL70000
RXG,9,null,HL79999
RXG,2,null,HL70000
RXG,24,null,HL79999
RXG,28,null,HL70000
RXO,27,null,HL70480
RXO,22,null,HL79999
RXO,4,null,HL79999
RXO,19,null,HL79999
RXO,13,null,HL70000
RXO,31,null,HL70725
RXO,36,null,HL70000
RXO,32,null,HL79999
RXO,23,null,HL70000
RXO,28,null,HL70000
RXO,12,null,HL79999
RXO,8,null,HL70000
RXO,29,null,HL70000
RXO,9,null,HL70161
RXO,34,null,HL70000
RXO,5,null,HL79999
RXO,30,null,HL70000
RXO,11,null,HL70000
RXO,21,null,HL70000
RXO,26,null,HL79999
RXO,18,null,HL70000
RXO,20,null,HL79999
RXO,24,null,HL79999
RXO,6,null,HL79999
RXO,3,null,HL70000
RXO,33,null,HL70000
RXO,25,null,HL70000
RXO,7,null,HL79999
RXO,1,null,HL79999
RXO,14,null,HL70000
RXO,15,null,HL70000
RXO,10,null,HL79999
RXO,17,null,HL70000
RXO,35,null,HL70000
RXO,2,null,HL70000
RXO,16,null,HL70136
RXR,6,null,HL70495
RXR,4,null,HL70165
RXR,5,null,HL79999
RXR,3,null,HL70164
RXR,1,null,HL70162
RXR,2,null,HL70550
RXV,11,null,HL79999
RXV,3,null,HL70000
RXV,8,null,HL70000
RXV,21,null,HL70000
RXV,13,null,HL79999
RXV,7,null,HL70918
RXV,2,null,HL70917
RXV,9,null,HL79999
RXV,16,null,HL70000
RXV,5,null,HL70000
RXV,15,null,HL79999
RXV,6,null,HL79999
RXV,12,null,HL70000
RXV,14,null,HL70000
RXV,1,null,HL70000
RXV,4,null,HL79999
RXV,19,null,HL70000
RXV,17,null,HL70000
RXV,10,null,HL70000
RXV,20,null,HL70000
RXV,18,null,HL70000
RXV,22,null,HL70206
SAC,7,null,HL70000
SAC,41,null,HL70382
SAC,36,null,HL70000
SAC,35,null,HL79999
SAC,2,null,HL70000
SAC,14,null,HL70000
SAC,18,null,HL70000
SAC,30,null,HL70373
SAC,10,null,HL70000
SAC,40,null,HL70374
SAC,28,null,HL70372
SAC,44,null,HL70377
SAC,42,null,HL70375
SAC,4,null,HL70000
SAC,5,null,HL70000
SAC,19,null,HL70000
SAC,31,null,HL70000
SAC,13,null,HL70000
SAC,34,null,HL70000
SAC,37,null,HL79999
SAC,17,null,HL70000
SAC,3,null,HL70000
SAC,15,null,HL79999
SAC,1,null,HL70000
SAC,8,null,HL70370
SAC,11,null,HL70000
SAC,20,null,HL79999
SAC,24,null,HL79999
SAC,9,null,HL70378
SAC,12,null,HL70379
SAC,29,null,HL70000
SAC,43,null,HL70376
SAC,16,null,HL70000
SAC,21,null,HL70000
SAC,6,null,HL70000
SAC,32,null,HL70000
SAC,33,null,HL79999
SAC,26,null,HL70381
SAC,27,null,HL70371
SAC,38,null,HL70000
SAC,39,null,HL79999
SAC,23,null,HL70000
SAC,25,null,HL70380
SAC,22,null,HL70000
SCD,10,null,HL70682
SCD,31,null,HL70000
SCD,19,null,HL70532
SCD,18,null,HL70000
SCD,4,null,HL70000
SCD,36,null,HL70000
SCD,23,null,HL70532
SCD,20,null,HL70532
SCD,1,null,HL70000
SCD,29,null,HL70000
SCD,26,null,HL70532
SCD,22,null,HL70532
SCD,14,null,HL70000
SCD,30,null,HL70000
SCD,21,null,HL70532
SCD,3,null,HL70000
SCD,7,null,HL70000
SCD,27,null,HL70532
SCD,11,null,HL70000
SCD,37,null,HL70000
SCD,8,null,HL70000
SCD,32,null,HL70088
SCD,6,null,HL70000
SCD,13,null,HL70000
SCD,35,null,HL70000
SCD,15,null,HL70000
SCD,24,null,HL70532
SCD,17,null,HL70000
SCD,33,null,HL70000
SCD,2,null,HL70000
SCD,16,null,HL70000
SCD,12,null,HL70000
SCD,28,null,HL70702
SCD,25,null,HL70000
SCD,34,null,HL70010
SCD,5,null,HL70000
SCD,9,null,HL70000
SCH,20,null,HL70000
SCH,10,null,HL70000
SCH,27,null,HL70000
SCH,17,null,HL70000
SCH,25,null,HL70278
SCH,15,null,HL70000
SCH,1,null,HL70000
SCH,18,null,HL70000
SCH,2,null,HL70000
SCH,12,null,HL70000
SCH,7,null,HL70276
SCH,26,null,HL70000
