Segments, Location, Referenced Data type, Value Set
CON,7,null,HL70000
CON,16,null,HL70136
CON,5,null,HL70000
CON,6,null,HL70000
CON,10,null,HL70497
CON,13,null,HL70000
CON,17,null,HL70136
CON,9,null,HL70000
CON,12,null,HL70000
CON,20,null,HL70499
CON,15,null,HL70000
CON,25,null,HL70548
CON,21,null,HL70500
CSP,1,null,HL70000
CSP,2,null,HL70000
CSP,4,null,HL79999
CSP,3,null,HL70000
CSR,9,null,HL70000
CSR,11,null,HL70000
CSR,4,null,HL70000
CSR,2,null,HL70000
CSR,15,null,HL70000
CSR,6,null,HL70000
CSR,8,null,HL70000
CSR,16,null,HL79999
CSR,14,null,HL79999
CSR,10,null,HL79999
CSR,1,null,HL70000
CSR,3,null,HL79999
CSR,7,null,HL70000
CSR,12,null,HL79999
CSR,13,null,HL79999
CSR,5,null,HL70000
CSS,1,null,HL79999
CSS,3,null,HL79999
CSS,2,null,HL70000
CTD,5,null,HL70000
CTD,3,null,HL70000
CTD,7,null,HL70338
CTD,6,null,HL70185
CTD,1,null,HL70131
CTD,2,null,HL70000
CTD,4,null,HL70000
CTI,1,null,HL70000
CTI,3,null,HL79999
CTI,2,null,HL70000
DB1,2,null,HL70334
DB1,4,null,HL70136
DB1,1,null,HL70000
DB1,8,null,HL70000
DB1,3,null,HL70000
DB1,6,null,HL70000
DB1,5,null,HL70000
DB1,7,null,HL70000
DG1,4,null,HL70000
DG1,22,null,HL70000
DG1,3,null,HL70051
DG1,7,null,HL70118
DG1,13,null,HL70000
DG1,16,null,HL70000
DG1,18,null,HL70136
DG1,2,null,HL70000
DG1,11,null,HL70083
DG1,12,null,HL70000
DG1,15,null,HL70359
DG1,20,null,HL70000
DG1,17,null,HL70228
DG1,26,null,HL70895
DG1,25,null,HL70731
DG1,21,null,HL70206
DG1,8,null,HL70055
DG1,23,null,HL70728
DG1,24,null,HL70136
DG1,9,null,HL70136
DG1,1,null,HL70000
DG1,14,null,HL70000
DG1,6,null,HL70052
DG1,10,null,HL70056
DG1,19,null,HL70000
DG1,5,null,HL70000
DMI,5,null,HL70000
DMI,4,null,HL70000
DMI,1,null,HL70055
DMI,2,null,HL70118
DMI,3,null,HL70000
DON,15,null,HL70136
DON,2,null,HL70000
DON,12,null,HL70923
DON,8,null,HL70933
DON,23,null,HL70000
DON,33,null,HL70000
DON,16,null,HL70000
DON,25,null,HL70000
DON,6,null,HL70932
DON,27,null,HL70136
DON,1,null,HL70000
DON,32,null,HL70000
DON,13,null,HL70935
DON,30,null,HL70000
DON,19,null,HL70000
DON,24,null,HL70000
DON,26,null,HL70000
DON,31,null,HL70000
DON,14,null,HL70925
DON,10,null,HL70933
DON,11,null,HL70000
DON,4,null,HL70000
DON,9,null,HL70136
DON,22,null,HL70927
DON,7,null,HL70933
DON,20,null,HL70000
DON,28,null,HL70000
DON,3,null,HL70000
DON,5,null,HL70000
DON,21,null,HL70926
DON,17,null,HL70000
DON,29,null,HL70000
DON,18,null,HL70000
DRG,13,null,HL70734
DRG,20,null,HL70742
DRG,17,null,HL70739
DRG,23,null,HL70000
DRG,12,null,HL70000
DRG,2,null,HL70000
DRG,19,null,HL70000
DRG,11,null,HL70415
DRG,26,null,HL70749
DRG,8,null,HL70229
DRG,7,null,HL70000
DRG,14,null,HL70728
DRG,1,null,HL70055
DRG,15,null,HL70000
DRG,5,null,HL70083
DRG,30,null,HL70749
DRG,22,null,HL70000
DRG,32,null,HL70757
DRG,6,null,HL70000
DRG,21,null,HL70000
DRG,18,null,HL70000
DRG,24,null,HL70000
DRG,31,null,HL70755
DRG,3,null,HL70136
DRG,9,null,HL70000
DRG,28,null,HL70749
DRG,25,null,HL70000
DRG,27,null,HL70749
DRG,4,null,HL70056
DRG,29,null,HL70749
DRG,10,null,HL70136
DRG,33,null,HL70759
DRG,16,null,HL70000
DSC,2,null,HL70398
DSC,1,null,HL70000
DSP,5,null,HL70000
DSP,4,null,HL70000
DSP,1,null,HL70000
DSP,3,null,HL70000
DSP,2,null,HL70000
ECD,5,null,HL70000
ECD,3,null,HL70136
ECD,4,null,HL70000
ECD,2,null,HL70368
ECD,1,null,HL70000
ECR,2,null,HL70000
ECR,3,null,HL70000
ECR,1,null,HL70387
EDU,6,null,HL70000
EDU,5,null,HL70000
EDU,9,null,HL70000
EDU,7,null,HL70402
EDU,2,null,HL70360
EDU,1,null,HL70000
EDU,4,null,HL70000
EDU,8,null,HL70000
EDU,3,null,HL70000
EQP,1,null,HL70450
EQP,2,null,HL70000
EQP,4,null,HL70000
EQP,3,null,HL70000
EQP,5,null,HL70000
EQU,4,null,HL70366
EQU,5,null,HL70367
EQU,3,null,HL70365
EQU,2,null,HL70000
EQU,1,null,HL70000
ERR,11,null,HL70519
ERR,12,null,HL70000
ERR,7,null,HL70000
ERR,2,null,HL70000
ERR,5,null,HL70533
ERR,1,null,HL70000
ERR,4,null,HL70516
ERR,3,null,HL70357
ERR,6,null,HL70000
ERR,9,null,HL70517
ERR,8,null,HL70000
ERR,10,null,HL70518
EVN,5,null,HL70188
EVN,3,null,HL70000
EVN,1,null,HL70000
EVN,7,null,HL70000
EVN,2,null,HL70000
EVN,4,null,HL70062
EVN,6,null,HL70000
FAC,12,null,HL70000
FAC,2,null,HL70331
FAC,4,null,HL70000
FAC,1,null,HL70000
FAC,8,null,HL70000
FAC,9,null,HL70000
FAC,11,null,HL70000
FAC,7,null,HL70000
FAC,6,null,HL70000
FAC,5,null,HL70000
FAC,10,null,HL70000
FAC,3,null,HL70000
FHS,7,null,HL70000
FHS,8,null,HL70000
FHS,12,null,HL70000
FHS,5,null,HL70000
FHS,11,null,HL70000
FHS,6,null,HL70000
FHS,3,null,HL70000
FHS,13,null,HL70000
FHS,10,null,HL70000
FHS,14,null,HL70000
FHS,4,null,HL70000
FHS,2,null,HL70000
FHS,1,null,HL70000
FHS,9,null,HL70000
FT1,4,null,HL70000
FT1,8,null,HL70000
FT1,16,null,HL70000
FT1,20,null,HL70084
FT1,21,null,HL70000
FT1,34,null,HL70000
FT1,19,null,HL70051
FT1,12,null,HL70000
FT1,13,null,HL70049
FT1,5,null,HL70000
FT1,29,null,HL70549
FT1,37,null,HL70000
FT1,38,null,HL70000
FT1,39,null,HL70000
FT1,26,null,HL70340
FT1,43,null,HL70000
FT1,3,null,HL70000
FT1,9,null,HL70000
FT1,30,null,HL70000
FT1,23,null,HL70000
FT1,28,null,HL70476
FT1,31,null,HL70000
FT1,22,null,HL70000
FT1,27,null,HL70339
FT1,24,null,HL70000
FT1,32,null,HL70000
FT1,33,null,HL70000
FT1,25,null,HL70088
FT1,1,null,HL70000
FT1,7,null,HL70132
FT1,15,null,HL70000
FT1,11,null,HL70000
FT1,14,null,HL70072
FT1,36,null,HL70000
FT1,2,null,HL70000
FT1,18,null,HL70018
FT1,10,null,HL70000
FT1,40,null,HL70000
FT1,35,null,HL70000
FT1,42,null,HL70000
FT1,41,null,HL70456
FT1,17,null,HL70024
FT1,6,null,HL70017
FTS,1,null,HL70000
FTS,2,null,HL70000
GOL,1,null,HL70206
GOL,3,null,HL70000
GOL,15,null,HL70000
GOL,7,null,HL70000
GOL,19,null,HL70000
GOL,12,null,HL70000
GOL,14,null,HL70000
GOL,22,null,HL70725
GOL,5,null,HL70000
GOL,16,null,HL70000
GOL,10,null,HL70000
GOL,21,null,HL70000
GOL,6,null,HL70000
GOL,20,null,HL70000
GOL,13,null,HL70000
GOL,18,null,HL70000
GOL,2,null,HL70000
GOL,11,null,HL70000
GOL,8,null,HL70000
GOL,17,null,HL70000
GOL,4,null,HL70000
GOL,9,null,HL70000
GP1,3,null,HL70457
GP1,1,null,HL70455
GP1,5,null,HL70000
GP1,2,null,HL70456
GP1,4,null,HL70458
GT1,23,null,HL70341
GT1,34,null,HL70009
GT1,31,null,HL70000
GT1,32,null,HL70000
GT1,46,null,HL70000
GT1,28,null,HL70000
GT1,30,null,HL70002
GT1,29,null,HL70000
GT1,55,null,HL70005
GT1,50,null,HL70000
GT1,17,null,HL70000
GT1,22,null,HL70136
GT1,11,null,HL70063
GT1,48,null,HL70063
GT1,36,null,HL70296
GT1,35,null,HL70171
GT1,52,null,HL70295
GT1,2,null,HL70000
GT1,12,null,HL70000
GT1,1,null,HL70000
GT1,44,null,HL70189
GT1,45,null,HL70000
GT1,18,null,HL70000
GT1,20,null,HL70066
GT1,43,null,HL70212
GT1,9,null,HL70001
GT1,5,null,HL70000
GT1,7,null,HL70000
GT1,13,null,HL70000
GT1,25,null,HL70136
GT1,38,null,HL70215
GT1,15,null,HL70000
GT1,57,null,HL70099
GT1,39,null,HL70136
GT1,3,null,HL70000
GT1,19,null,HL70000
GT1,53,null,HL70311
GT1,6,null,HL70000
GT1,47,null,HL70222
GT1,21,null,HL70000
GT1,41,null,HL70006
GT1,16,null,HL70000
GT1,27,null,HL70000
GT1,4,null,HL70000
GT1,10,null,HL70068
GT1,54,null,HL70000
GT1,40,null,HL70231
GT1,33,null,HL70223
GT1,26,null,HL70218
GT1,14,null,HL70000
GT1,42,null,HL70000
GT1,49,null,HL70000
GT1,37,null,HL70220
GT1,56,null,HL70000
GT1,8,null,HL70000
GT1,51,null,HL70000
GT1,24,null,HL70000
IAM,26,null,HL70000
IAM,1,null,HL70000
IAM,25,null,HL70000
IAM,14,null,HL70000
IAM,12,null,HL70000
IAM,28,null,HL70000
IAM,6,null,HL70206
IAM,13,null,HL70000
IAM,18,null,HL70000
IAM,22,null,HL70000
IAM,16,null,HL70437
IAM,23,null,HL70000
IAM,7,null,HL70000
IAM,30,null,HL70000
IAM,20,null,HL70000
IAM,15,null,HL70063
IAM,11,null,HL70000
IAM,4,null,HL70128
IAM,2,null,HL70127
IAM,19,null,HL70000
IAM,10,null,HL70000
IAM,21,null,HL70000
IAM,5,null,HL70000
IAM,8,null,HL70000
IAM,17,null,HL70438
IAM,3,null,HL70000
IAM,24,null,HL70000
IAM,27,null,HL70000
IAM,9,null,HL70436
IAM,29,null,HL70000
IAR,2,null,HL70128
IAR,4,null,HL70000
IAR,1,null,HL70000
IAR,3,null,HL70436
IIM,1,null,HL70000
IIM,12,null,HL70000
IIM,14,null,HL70088
IIM,11,null,HL70000
IIM,8,null,HL70000
IIM,13,null,HL70000
IIM,7,null,HL70000
IIM,9,null,HL70000
IIM,4,null,HL70000
IIM,6,null,HL70000
IIM,2,null,HL70000
IIM,10,null,HL70000
IIM,3,null,HL70000
IIM,15,null,HL70340
IIM,5,null,HL70000
ILT,5,null,HL70000
ILT,10,null,HL70000
ILT,2,null,HL70000
ILT,4,null,HL70000
ILT,9,null,HL70000
ILT,6,null,HL70000
ILT,3,null,HL70000
ILT,7,null,HL70000
ILT,8,null,HL70000
ILT,1,null,HL70000
IN1,19,null,HL70000
IN1,24,null,HL70000
IN1,33,null,HL70000
IN1,13,null,HL70000
IN1,22,null,HL70000
IN1,5,null,HL70000
IN1,15,null,HL70086
IN1,3,null,HL70000
IN1,25,null,HL70136
IN1,11,null,HL70000
IN1,41,null,HL70000
IN1,37,null,HL70000
IN1,43,null,HL70001
IN1,8,null,HL70000
IN1,51,null,HL70000
IN1,9,null,HL70000
IN1,40,null,HL70000
IN1,32,null,HL70022
IN1,55,null,HL70206
IN1,38,null,HL70000
IN1,35,null,HL70042
IN1,52,null,HL70000
IN1,42,null,HL70066
IN1,27,null,HL70093
IN1,30,null,HL70000
IN1,45,null,HL70000
IN1,6,null,HL70000
IN1,48,null,HL70295
IN1,18,null,HL70000
IN1,23,null,HL70136
IN1,4,null,HL70000
IN1,17,null,HL70063
IN1,31,null,HL70098
IN1,49,null,HL70000
IN1,50,null,HL70535
IN1,46,null,HL70072
IN1,29,null,HL70000
IN1,28,null,HL70000
IN1,10,null,HL70000
IN1,20,null,HL70135
IN1,1,null,HL70000
IN1,2,null,HL70072
IN1,47,null,HL70309
IN1,44,null,HL70000
IN1,7,null,HL70000
IN1,39,null,HL70000
IN1,21,null,HL70173
IN1,54,null,HL70000
IN1,12,null,HL70000
IN1,26,null,HL70000
IN1,14,null,HL70000
IN1,34,null,HL70000
IN1,16,null,HL70000
IN1,36,null,HL70000
IN1,53,null,HL70099
INV,13,null,HL70000
INV,19,null,HL70000
INV,16,null,HL70000
INV,2,null,HL70383
INV,6,null,HL79999
INV,5,null,HL79999
INV,4,null,HL79999
INV,10,null,HL70000
INV,8,null,HL70000
INV,18,null,HL70386
INV,3,null,HL70384
INV,17,null,HL70385
INV,15,null,HL79999
INV,9,null,HL70000
INV,11,null,HL79999
INV,20,null,HL70000
INV,12,null,HL70000
INV,1,null,HL70451
INV,7,null,HL70000
INV,14,null,HL70000
IPC,1,null,HL70000
IPC,4,null,HL70000
IPC,8,null,HL79999
IPC,7,null,HL70000
IPC,3,null,HL70000
IPC,9,null,HL70000
IPC,2,null,HL70000
IPC,5,null,HL79999
IPC,6,null,HL79999
IPR,1,null,HL70000
IPR,2,null,HL70000
IPR,3,null,HL70000
IPR,7,null,HL70000
IPR,4,null,HL70571
IPR,6,null,HL70000
IPR,5,null,HL70000
IPR,8,null,HL70000
ISD,3,null,HL70387
ISD,1,null,HL70000
ISD,2,null,HL70368
ITM,10,null,HL70000
ITM,26,null,HL70532
ITM,28,null,HL70340
ITM,32,null,HL70000
ITM,1,null,HL70000
ITM,27,null,HL70088
ITM,11,null,HL70532
ITM,12,null,HL70132
ITM,14,null,HL70532
ITM,16,null,HL70790
ITM,13,null,HL70000
ITM,2,null,HL70000
ITM,24,null,HL70532
ITM,6,null,HL70532
ITM,5,null,HL70000
ITM,17,null,HL70532
ITM,23,null,HL70532
ITM,20,null,HL70000
ITM,3,null,HL70776
ITM,33,null,HL70396
ITM,19,null,HL70320
ITM,25,null,HL70000
ITM,4,null,HL70778
ITM,30,null,HL70532
ITM,7,null,HL70000
ITM,29,null,HL70376
ITM,31,null,HL70532
ITM,21,null,HL70000
ITM,9,null,HL70000
ITM,8,null,HL70000
ITM,22,null,HL70532
ITM,15,null,HL70871
ITM,18,null,HL70793
IVC,14,null,HL70000
IVC,29,null,HL70572
IVC,24,null,HL70000
IVC,7,null,HL70000
IVC,28,null,HL70572
IVC,22,null,HL70000
IVC,20,null,HL70000
IVC,1,null,HL70000
IVC,11,null,HL70000
IVC,23,null,HL70000
IVC,12,null,HL70000
IVC,15,null,HL70000
IVC,13,null,HL70136
IVC,21,null,HL70000
IVC,18,null,HL70000
IVC,30,null,HL70000
IVC,8,null,HL70000
IVC,26,null,HL70000
IVC,27,null,HL70000
IVC,4,null,HL70553
IVC,25,null,HL70556
IVC,9,null,HL70000
IVC,2,null,HL70000
IVC,16,null,HL70000
IVC,3,null,HL70000
IVC,17,null,HL70000
IVC,6,null,HL70555
IVC,5,null,HL70554
IVC,10,null,HL70000
IVC,19,null,HL70000
IVT,6,null,HL70625
IVT,25,null,HL70000
IVT,18,null,HL70000
IVT,4,null,HL70000
IVT,8,null,HL70818
IVT,26,null,HL70532
IVT,2,null,HL70000
IVT,7,null,HL70000
IVT,14,null,HL70634
IVT,12,null,HL70132
IVT,11,null,HL70532
IVT,22,null,HL70000
IVT,3,null,HL70000
IVT,21,null,HL70642
IVT,15,null,HL70532
IVT,17,null,HL70532
IVT,20,null,HL70000
IVT,16,null,HL70532
IVT,10,null,HL70000
IVT,9,null,HL70000
IVT,5,null,HL70000
IVT,24,null,HL70000
IVT,23,null,HL70000
IVT,19,null,HL70000
IVT,13,null,HL70000
IVT,1,null,HL70000
LAN,3,null,HL70403
LAN,1,null,HL70000
LAN,2,null,HL70296
LAN,4,null,HL70404
LCC,3,null,HL70129
LCC,2,null,HL70264
LCC,1,null,HL70000
LCC,4,null,HL70132
LCH,3,null,HL70000
LCH,1,null,HL70000
LCH,5,null,HL70136
LCH,2,null,HL70206
LCH,4,null,HL70324
LDP,1,null,HL70000
LDP,7,null,HL70000
LDP,4,null,HL70265
LDP,2,null,HL70264
LDP,3,null,HL70069
LDP,10,null,HL70267
LDP,8,null,HL70000
LDP,11,null,HL70000
LDP,5,null,HL70004
LDP,9,null,HL70000
LDP,6,null,HL70183
LDP,12,null,HL70462
LOC,1,null,HL70000
LOC,7,null,HL70461
LOC,2,null,HL70000
LOC,6,null,HL70000
LOC,8,null,HL70261
LOC,4,null,HL70000
LOC,9,null,HL70442
LOC,3,null,HL70260
LOC,5,null,HL70000
LRL,5,null,HL70000
LRL,1,null,HL70000
LRL,2,null,HL70206
LRL,4,null,HL70325
LRL,6,null,HL70000
LRL,3,null,HL70000
MFA,5,null,HL79999
MFA,1,null,HL70180
MFA,6,null,HL70355
MFA,2,null,HL70000
MFA,3,null,HL70000
MFA,4,null,HL70181
MFE,7,null,HL70000
MFE,1,null,HL70180
MFE,6,null,HL70000
MFE,5,null,HL70355
MFE,4,null,HL79999
MFE,3,null,HL70000
MFE,2,null,HL70000
MFI,4,null,HL70000
MFI,5,null,HL70000
MFI,2,null,HL70361
MFI,6,null,HL70179
MFI,3,null,HL70178
MFI,1,null,HL70175
MRG,7,null,HL70200
MRG,5,null,HL70061
MRG,6,null,HL70061
MRG,4,null,HL70000
MRG,1,null,HL70061
MRG,3,null,HL70061
MRG,2,null,HL70000
MSA,7,null,HL70000
MSA,3,null,HL70000
MSA,6,null,HL70000
MSA,8,null,HL70520
MSA,1,null,HL70008
MSA,4,null,HL70000
MSA,5,null,HL70000
MSA,2,null,HL70000
MSH,19,null,HL70000
MSH,24,null,HL70000
MSH,23,null,HL70000
MSH,16,null,HL70155
MSH,22,null,HL70000
MSH,8,null,HL70000
MSH,11,null,HL70000
MSH,2,null,HL70000
MSH,1,null,HL70000
MSH,21,null,HL70000
MSH,3,null,HL70361
MSH,5,null,HL70361
MSH,7,null,HL70000
MSH,14,null,HL70000
MSH,17,null,HL70399
MSH,18,null,HL70211
MSH,25,null,HL70000
MSH,13,null,HL70000
MSH,20,null,HL70356
MSH,4,null,HL70362
MSH,10,null,HL70000
MSH,9,null,HL70000
MSH,15,null,HL70155
MSH,12,null,HL70000
MSH,6,null,HL70362
NCK,1,null,HL70000
NDS,4,null,HL79999
NDS,1,null,HL70000
NDS,2,null,HL70000
NDS,3,null,HL70367
NK1,2,null,HL70200
NK1,24,null,HL70231
NK1,38,null,HL70000
NK1,19,null,HL70171
NK1,22,null,HL70215
NK1,29,null,HL70222
NK1,39,null,HL70099
NK1,13,null,HL70000
NK1,8,null,HL70000
NK1,20,null,HL70296
NK1,31,null,HL70000
NK1,6,null,HL70000
NK1,35,null,HL70005
NK1,18,null,HL70009
NK1,41,null,HL70000
NK1,10,null,HL70000
NK1,16,null,HL70000
NK1,34,null,HL70311
NK1,11,null,HL70000
NK1,17,null,HL70223
NK1,28,null,HL70189
NK1,32,null,HL70000
NK1,36,null,HL70295
NK1,1,null,HL70000
NK1,9,null,HL70000
NK1,15,null,HL70001
NK1,37,null,HL70000
NK1,14,null,HL70002
NK1,26,null,HL70000
NK1,33,null,HL70000
NK1,25,null,HL70006
NK1,40,null,HL70000
NK1,12,null,HL70000
NK1,4,null,HL70000
