Segments, Location, Referenced Data type, Value Set
DG1,15,null,HL70359
DG1,7,null,HL70118
DG1,2,null,HL70053
DG1,17,null,HL70228
DG1,14,null,HL70000
DG1,10,null,HL70056
DRG,7,null,HL70000
DRG,8,null,HL70229
DRG,10,null,HL70136
DRG,2,null,HL70000
DRG,3,null,HL70136
DRG,9,null,HL70000
DRG,6,null,HL70000
DRG,5,null,HL70083
DRG,11,null,HL70415
DRG,4,null,HL70056
DRG,1,null,HL70055
DSC,1,null,HL70000
DSC,2,null,HL70398
DSP,5,null,HL70000
DSP,3,null,HL70000
DSP,1,null,HL70000
DSP,4,null,HL70000
DSP,2,null,HL70000
ECD,3,null,HL70136
ECD,2,null,HL70368
ECD,5,null,HL70000
ECD,1,null,HL70000
ECD,4,null,HL70000
ECR,1,null,HL70387
ECR,2,null,HL70000
ECR,3,null,HL70000
EDU,3,null,HL70000
EDU,6,null,HL70000
EDU,1,null,HL70000
EDU,9,null,HL70000
EDU,5,null,HL70000
EDU,8,null,HL70000
EDU,2,null,HL70360
EDU,4,null,HL70000
EDU,7,null,HL70402
EQL,2,null,HL70106
EQL,3,null,HL70000
EQL,4,null,HL70000
EQL,1,null,HL70000
EQP,1,null,HL70450
EQP,4,null,HL70000
EQP,5,null,HL70000
EQP,2,null,HL70000
EQP,3,null,HL70000
EQU,2,null,HL70000
EQU,3,null,HL70365
EQU,4,null,HL70366
EQU,1,null,HL70000
EQU,5,null,HL70367
ERQ,3,null,HL70000
ERQ,2,null,HL70000
ERQ,1,null,HL70000
ERR,5,null,HL70533
ERR,8,null,HL70000
ERR,9,null,HL70517
ERR,12,null,HL70000
ERR,1,null,HL70000
ERR,7,null,HL70000
ERR,11,null,HL70519
ERR,10,null,HL70518
ERR,4,null,HL70516
ERR,3,null,HL70357
ERR,6,null,HL70000
ERR,2,null,HL70000
EVN,3,null,HL70000
EVN,6,null,HL70000
EVN,1,null,HL70003
EVN,4,null,HL70062
EVN,7,null,HL70000
EVN,5,null,HL70188
EVN,2,null,HL70000
FAC,6,null,HL70000
FAC,10,null,HL70000
FAC,9,null,HL70000
FAC,4,null,HL70000
FAC,7,null,HL70000
FAC,12,null,HL70000
FAC,11,null,HL70000
FAC,1,null,HL70000
FAC,2,null,HL70331
FAC,3,null,HL70000
FAC,5,null,HL70000
FAC,8,null,HL70000
FHS,1,null,HL70000
FHS,7,null,HL70000
FHS,10,null,HL70000
FHS,12,null,HL70000
FHS,2,null,HL70000
FHS,6,null,HL70000
FHS,9,null,HL70000
FHS,5,null,HL70000
FHS,8,null,HL70000
FHS,3,null,HL70000
FHS,11,null,HL70000
FHS,4,null,HL70000
FT1,13,null,HL70049
FT1,20,null,HL70084
FT1,24,null,HL70000
FT1,30,null,HL70000
FT1,31,null,HL70000
FT1,2,null,HL70000
FT1,10,null,HL70000
FT1,28,null,HL70476
FT1,22,null,HL70000
FT1,6,null,HL70017
FT1,23,null,HL70000
FT1,11,null,HL70000
FT1,4,null,HL70000
FT1,5,null,HL70000
FT1,7,null,HL70132
FT1,21,null,HL70000
FT1,16,null,HL70000
FT1,29,null,HL70549
FT1,9,null,HL70000
FT1,8,null,HL70000
FT1,14,null,HL70072
FT1,25,null,HL70088
FT1,3,null,HL70000
FT1,1,null,HL70000
FT1,18,null,HL70018
FT1,26,null,HL70340
FT1,12,null,HL70000
FT1,15,null,HL70000
FT1,27,null,HL70339
FT1,17,null,HL70024
FT1,19,null,HL70051
FTS,1,null,HL70000
FTS,2,null,HL70000
GOL,9,null,HL70000
GOL,2,null,HL70000
GOL,20,null,HL70000
GOL,1,null,HL70287
GOL,6,null,HL70000
GOL,15,null,HL70000
GOL,18,null,HL70000
GOL,16,null,HL70000
GOL,17,null,HL70000
GOL,21,null,HL70000
GOL,4,null,HL70000
GOL,5,null,HL70000
GOL,7,null,HL70000
GOL,3,null,HL70000
GOL,12,null,HL70000
GOL,8,null,HL70000
GOL,10,null,HL70000
GOL,13,null,HL70000
GOL,11,null,HL70000
GOL,14,null,HL70000
GOL,19,null,HL70000
GP1,3,null,HL70457
GP1,1,null,HL70455
GP1,2,null,HL70456
GP1,4,null,HL70458
GP1,5,null,HL70000
GT1,29,null,HL70000
GT1,18,null,HL70000
GT1,1,null,HL70000
GT1,12,null,HL70000
GT1,28,null,HL70000
GT1,46,null,HL70000
GT1,45,null,HL70000
GT1,6,null,HL70000
GT1,40,null,HL70231
GT1,30,null,HL70002
GT1,8,null,HL70000
GT1,21,null,HL70000
GT1,56,null,HL70000
GT1,34,null,HL70009
GT1,25,null,HL70136
GT1,5,null,HL70000
GT1,35,null,HL70171
GT1,10,null,HL70068
GT1,31,null,HL70000
GT1,16,null,HL70000
GT1,41,null,HL70006
GT1,36,null,HL70296
GT1,15,null,HL70000
GT1,38,null,HL70215
GT1,17,null,HL70000
GT1,39,null,HL70136
GT1,19,null,HL70000
GT1,57,null,HL70099
GT1,54,null,HL70000
GT1,7,null,HL70000
GT1,14,null,HL70000
GT1,47,null,HL70222
GT1,52,null,HL70295
GT1,24,null,HL70000
GT1,55,null,HL70005
GT1,4,null,HL70000
GT1,49,null,HL70000
GT1,33,null,HL70223
GT1,23,null,HL70341
GT1,27,null,HL70000
GT1,11,null,HL70063
GT1,48,null,HL70063
GT1,9,null,HL70001
GT1,50,null,HL70000
GT1,2,null,HL70000
GT1,37,null,HL70220
GT1,42,null,HL70000
GT1,3,null,HL70000
GT1,32,null,HL70000
GT1,13,null,HL70000
GT1,26,null,HL70218
GT1,20,null,HL70066
GT1,43,null,HL70212
GT1,22,null,HL70136
GT1,53,null,HL70311
GT1,44,null,HL70189
GT1,51,null,HL70000
IAM,11,null,HL70000
IAM,19,null,HL70000
IAM,20,null,HL70000
IAM,7,null,HL70000
IAM,16,null,HL70437
IAM,1,null,HL70000
IAM,9,null,HL70436
IAM,2,null,HL70127
IAM,4,null,HL70128
IAM,18,null,HL70000
IAM,6,null,HL70323
IAM,15,null,HL70063
IAM,13,null,HL70000
IAM,8,null,HL70000
IAM,17,null,HL70438
IAM,3,null,HL70000
IAM,12,null,HL70000
IAM,5,null,HL70000
IAM,10,null,HL70000
IAM,14,null,HL70000
IIM,13,null,HL70000
IIM,3,null,HL70000
IIM,6,null,HL70000
IIM,12,null,HL70000
IIM,11,null,HL70000
IIM,8,null,HL70000
IIM,10,null,HL70000
IIM,1,null,HL70000
IIM,2,null,HL70000
IIM,5,null,HL70000
IIM,15,null,HL70340
IIM,7,null,HL70000
IIM,4,null,HL70000
IIM,14,null,HL70088
IIM,9,null,HL70000
IN1,29,null,HL70000
IN1,30,null,HL70000
IN1,42,null,HL70066
IN1,20,null,HL70135
IN1,49,null,HL70000
IN1,25,null,HL70136
IN1,19,null,HL70000
IN1,2,null,HL70072
IN1,39,null,HL70000
IN1,45,null,HL70000
IN1,50,null,HL70535
IN1,11,null,HL70000
IN1,28,null,HL70000
IN1,35,null,HL70042
IN1,9,null,HL70000
IN1,31,null,HL70098
IN1,6,null,HL70000
IN1,12,null,HL70000
IN1,47,null,HL70309
IN1,15,null,HL70086
IN1,4,null,HL70000
IN1,44,null,HL70000
IN1,13,null,HL70000
IN1,43,null,HL70001
IN1,14,null,HL70000
IN1,51,null,HL70000
IN1,8,null,HL70000
IN1,26,null,HL70000
IN1,37,null,HL70000
IN1,22,null,HL70000
IN1,40,null,HL70000
IN1,3,null,HL70000
IN1,53,null,HL70099
IN1,16,null,HL70000
IN1,36,null,HL70000
IN1,52,null,HL70000
IN1,5,null,HL70000
IN1,32,null,HL70022
IN1,17,null,HL70063
IN1,18,null,HL70000
IN1,34,null,HL70000
IN1,46,null,HL70072
IN1,48,null,HL70295
IN1,7,null,HL70000
IN1,1,null,HL70000
IN1,21,null,HL70173
IN1,24,null,HL70000
IN1,10,null,HL70000
IN1,38,null,HL70000
IN1,23,null,HL70136
IN1,41,null,HL70000
IN1,27,null,HL70093
IN1,33,null,HL70000
INV,5,null,HL70000
INV,12,null,HL70000
INV,3,null,HL70384
INV,18,null,HL70386
INV,1,null,HL70451
INV,16,null,HL70000
INV,19,null,HL70000
INV,10,null,HL70000
INV,20,null,HL70000
INV,2,null,HL70383
INV,15,null,HL70000
INV,9,null,HL70000
INV,13,null,HL70000
INV,14,null,HL70000
INV,6,null,HL70000
INV,4,null,HL70000
INV,17,null,HL70385
INV,8,null,HL70000
INV,7,null,HL70000
INV,11,null,HL70000
IPC,1,null,HL70000
IPC,7,null,HL70000
IPC,4,null,HL70000
IPC,8,null,HL70000
IPC,2,null,HL70000
IPC,3,null,HL70000
IPC,5,null,HL70000
IPC,6,null,HL70000
IPC,9,null,HL70000
ISD,3,null,HL70387
ISD,2,null,HL70368
ISD,1,null,HL70000
LAN,1,null,HL70000
LAN,2,null,HL70296
LAN,3,null,HL70403
LAN,4,null,HL70404
LCC,2,null,HL70264
LCC,4,null,HL70132
LCC,1,null,HL70000
LCC,3,null,HL70129
LCH,3,null,HL70000
LCH,2,null,HL70206
LCH,5,null,HL70000
LCH,4,null,HL70324
LCH,1,null,HL70000
LDP,2,null,HL70264
LDP,6,null,HL70183
LDP,8,null,HL70000
LDP,10,null,HL70267
LDP,4,null,HL70265
LDP,5,null,HL70004
LDP,12,null,HL70462
LDP,9,null,HL70000
LDP,11,null,HL70000
LDP,1,null,HL70000
LDP,3,null,HL70069
LDP,7,null,HL70000
LOC,1,null,HL70000
LOC,6,null,HL70000
LOC,9,null,HL70442
LOC,7,null,HL70461
LOC,8,null,HL70261
LOC,2,null,HL70000
LOC,4,null,HL70000
LOC,3,null,HL70260
LOC,5,null,HL70000
LRL,3,null,HL70000
LRL,1,null,HL70000
LRL,5,null,HL70000
LRL,2,null,HL70206
LRL,6,null,HL70000
LRL,4,null,HL70325
MFA,5,null,HL79999
MFA,3,null,HL70000
MFA,6,null,HL70355
MFA,1,null,HL70180
MFA,2,null,HL70000
MFA,4,null,HL70181
MFE,2,null,HL70000
MFE,4,null,HL79999
MFE,1,null,HL70180
MFE,5,null,HL70355
MFE,3,null,HL70000
MFI,3,null,HL70178
MFI,4,null,HL70000
MFI,1,null,HL70175
MFI,6,null,HL70179
MFI,5,null,HL70000
MFI,2,null,HL70361
MRG,4,null,HL70000
MRG,5,null,HL70000
MRG,7,null,HL70000
MRG,6,null,HL70000
MRG,1,null,HL70000
MRG,3,null,HL70000
MRG,2,null,HL70000
MSA,6,null,HL70357
MSA,1,null,HL70008
MSA,4,null,HL70000
MSA,3,null,HL70000
MSA,2,null,HL70000
MSA,5,null,HL70000
MSH,21,null,HL70000
MSH,1,null,HL70000
MSH,17,null,HL70399
MSH,18,null,HL70211
MSH,20,null,HL70356
MSH,19,null,HL70000
MSH,11,null,HL70000
MSH,2,null,HL70000
MSH,6,null,HL70362
MSH,14,null,HL70000
MSH,10,null,HL70000
MSH,5,null,HL70361
MSH,9,null,HL70000
MSH,7,null,HL70000
MSH,3,null,HL70361
MSH,8,null,HL70000
MSH,12,null,HL70000
MSH,15,null,HL70155
MSH,4,null,HL70362
MSH,13,null,HL70000
MSH,16,null,HL70155
NCK,1,null,HL70000
NDS,2,null,HL70000
NDS,4,null,HL70000
NDS,1,null,HL70000
NDS,3,null,HL70367
NK1,33,null,HL70000
NK1,19,null,HL70171
NK1,5,null,HL70000
NK1,25,null,HL70006
NK1,11,null,HL70000
NK1,1,null,HL70000
NK1,12,null,HL70000
NK1,26,null,HL70000
NK1,36,null,HL70295
NK1,30,null,HL70000
NK1,2,null,HL70000
NK1,16,null,HL70000
NK1,22,null,HL70215
NK1,24,null,HL70231
NK1,10,null,HL70000
NK1,29,null,HL70222
NK1,9,null,HL70000
NK1,32,null,HL70000
NK1,35,null,HL70005
NK1,39,null,HL70099
NK1,8,null,HL70000
NK1,38,null,HL70000
NK1,28,null,HL70189
NK1,20,null,HL70296
NK1,4,null,HL70000
NK1,15,null,HL70001
NK1,27,null,HL70212
NK1,7,null,HL70131
NK1,31,null,HL70000
NK1,13,null,HL70000
NK1,14,null,HL70002
NK1,6,null,HL70000
NK1,21,null,HL70220
NK1,17,null,HL70223
NK1,37,null,HL70000
NK1,3,null,HL70063
NK1,23,null,HL70136
NK1,34,null,HL70311
NK1,18,null,HL70009
NPU,1,null,HL70000
NPU,2,null,HL70116
NSC,5,null,HL70000
NSC,4,null,HL70000
NSC,6,null,HL70000
NSC,9,null,HL70000
NSC,8,null,HL70000
NSC,7,null,HL70000
NSC,2,null,HL70000
NSC,3,null,HL70000
NSC,1,null,HL70409
NST,13,null,HL70000
NST,2,null,HL70000
NST,12,null,HL70000
NST,10,null,HL70000
NST,5,null,HL70000
NST,8,null,HL70000
NST,15,null,HL70000
NST,7,null,HL70000
NST,1,null,HL70136
NST,3,null,HL70332
NST,6,null,HL70000
NST,14,null,HL70000
NST,4,null,HL70000
NST,11,null,HL70000
NST,9,null,HL70000
NTE,2,null,HL70105
NTE,1,null,HL70000
NTE,4,null,HL70364
NTE,3,null,HL70000
OBR,43,null,HL70000
OBR,16,null,HL70000
OBR,37,null,HL70000
OBR,3,null,HL70000
OBR,15,null,HL70000
OBR,41,null,HL70224
OBR,46,null,HL70411
OBR,40,null,HL70000
OBR,13,null,HL70000
OBR,4,null,HL70000
OBR,23,null,HL70000
OBR,9,null,HL70000
OBR,42,null,HL70225
OBR,36,null,HL70000
OBR,22,null,HL70000
OBR,33,null,HL70000
OBR,5,null,HL70000
OBR,17,null,HL70000
OBR,31,null,HL70000
OBR,6,null,HL70000
OBR,44,null,HL70088
OBR,30,null,HL70124
OBR,10,null,HL70000
OBR,29,null,HL70000
OBR,47,null,HL70411
OBR,48,null,HL70476
OBR,28,null,HL70000
OBR,19,null,HL70000
OBR,26,null,HL70000
OBR,1,null,HL70000
OBR,39,null,HL70000
OBR,45,null,HL70340
OBR,35,null,HL70000
OBR,34,null,HL70000
OBR,12,null,HL70000
OBR,27,null,HL70000
OBR,32,null,HL70000
OBR,18,null,HL70000
OBR,7,null,HL70000
OBR,14,null,HL70000
OBR,2,null,HL70000
OBR,20,null,HL70000
OBR,38,null,HL70000
OBR,8,null,HL70000
OBR,24,null,HL70074
OBR,49,null,HL70507
OBR,11,null,HL70065
OBR,25,null,HL70123
OBR,21,null,HL70000
OBX,1,null,HL70000
OBX,8,null,HL70078
OBX,18,null,HL70000
OBX,13,null,HL70000
OBX,15,null,HL70000
OBX,4,null,HL70000
OBX,7,null,HL70000
OBX,10,null,HL70080
OBX,12,null,HL70000
OBX,2,null,HL70125
OBX,17,null,HL70000
OBX,5,null,HL70000
OBX,6,null,HL70000
OBX,19,null,HL70000
OBX,9,null,HL70000
OBX,14,null,HL70000
OBX,16,null,HL70000
OBX,11,null,HL70085
OBX,3,null,HL70000
ODS,3,null,HL70000
ODS,2,null,HL70000
ODS,4,null,HL70000
ODS,1,null,HL70159
ODT,3,null,HL70000
ODT,2,null,HL70000
ODT,1,null,HL70160
OM1,43,null,HL70255
OM1,4,null,HL70136
OM1,26,null,HL70169
OM1,28,null,HL70000
OM1,12,null,HL70136
OM1,38,null,HL79999
OM1,15,null,HL70136
OM1,36,null,HL79999
OM1,8,null,HL70000
OM1,14,null,HL79999
OM1,42,null,HL70254
OM1,2,null,HL79999
OM1,3,null,HL70125
OM1,19,null,HL79999
OM1,21,null,HL70000
OM1,1,null,HL70000
OM1,25,null,HL70168
OM1,29,null,HL70000
OM1,33,null,HL79999
OM1,7,null,HL79999
OM1,9,null,HL70000
OM1,16,null,HL79999
OM1,35,null,HL70000
OM1,44,null,HL70000
OM1,20,null,HL70000
OM1,10,null,HL70000
OM1,39,null,HL70000
OM1,18,null,HL70174
OM1,11,null,HL70000
OM1,13,null,HL79999
OM1,27,null,HL79999
OM1,22,null,HL70000
OM1,30,null,HL70177
OM1,17,null,HL70000
OM1,34,null,HL79999
OM1,32,null,HL70000
OM1,40,null,HL70000
OM1,45,null,HL70258
OM1,46,null,HL79999
OM1,6,null,HL70000
OM1,23,null,HL70000
OM1,24,null,HL70000
OM1,41,null,HL70000
OM1,37,null,HL70000
OM1,47,null,HL70259
OM1,5,null,HL79999
OM1,31,null,HL79999
ORC,8,null,HL70000
ORC,5,null,HL70038
ORC,24,null,HL70000
ORC,2,null,HL70000
ORC,9,null,HL70000
ORC,13,null,HL70000
ORC,22,null,HL70000
ORC,14,null,HL70000
ORC,11,null,HL70000
ORC,4,null,HL70000
ORC,20,null,HL70339
ORC,28,null,HL70177
ORC,26,null,HL70552
ORC,17,null,HL70000
ORC,12,null,HL70000
ORC,15,null,HL70000
ORC,21,null,HL70000
ORC,27,null,HL70000
ORC,6,null,HL70121
ORC,10,null,HL70000
ORC,30,null,HL70483
ORC,7,null,HL70000
ORC,1,null,HL70119
ORC,19,null,HL70000
ORC,29,null,HL70482
ORC,3,null,HL70000
ORC,25,null,HL70000
ORC,16,null,HL70000
ORC,23,null,HL70000
ORC,18,null,HL70000
ORG,11,null,HL70136
ORG,3,null,HL70474
ORG,9,null,HL70000
ORG,10,null,HL70066
ORG,6,null,HL70452
ORG,5,null,HL70000
ORG,1,null,HL70000
ORG,2,null,HL70405
ORG,7,null,HL70453
ORG,4,null,HL70136
ORG,12,null,HL70136
ORG,8,null,HL70454
OVR,3,null,HL70000
OVR,5,null,HL70000
OVR,2,null,HL70521
OVR,1,null,HL70518
OVR,4,null,HL70000
PCR,10,null,HL70000
PCR,5,null,HL70000
PCR,8,null,HL70000
PCR,16,null,HL70000
PCR,2,null,HL70249
PCR,11,null,HL70245
PCR,17,null,HL70248
PCR,9,null,HL70244
PCR,4,null,HL70000
PCR,23,null,HL70253
PCR,22,null,HL70252
PCR,14,null,HL70000
PCR,1,null,HL70000
PCR,3,null,HL70000
PCR,13,null,HL70246
PCR,7,null,HL70000
PCR,6,null,HL70000
PCR,15,null,HL70247
PCR,19,null,HL70242
PCR,21,null,HL70251
PCR,12,null,HL70000
PCR,18,null,HL70000
PCR,20,null,HL70250
PD1,4,null,HL70000
PD1,5,null,HL70231
PD1,21,null,HL70142
PD1,10,null,HL70000
PD1,14,null,HL70000
PD1,2,null,HL70220
PD1,8,null,HL70316
PD1,16,null,HL70441
PD1,18,null,HL70000
PD1,17,null,HL70000
PD1,19,null,HL70140
PD1,7,null,HL70315
PD1,12,null,HL70136
PD1,3,null,HL70000
PD1,13,null,HL70000
PD1,20,null,HL70141
PD1,11,null,HL70215
PD1,6,null,HL70295
PD1,9,null,HL70136
PD1,1,null,HL70223
PD1,15,null,HL70435
PDA,6,null,HL70136
PDA,5,null,HL70000
PDA,4,null,HL70000
PDA,8,null,HL70000
PDA,1,null,HL70000
PDA,2,null,HL70000
PDA,3,null,HL70136
PDA,7,null,HL70000
PDA,9,null,HL70136
PDC,12,null,HL70000
PDC,2,null,HL70000
PDC,1,null,HL70000
PDC,6,null,HL70000
PDC,13,null,HL70000
PDC,4,null,HL70000
PDC,8,null,HL70000
PDC,5,null,HL70000
