Segments, Location, Referenced Data type, Value Set
DRG,8,CWE,HL70229
DRG,20,CWE,HL70742
DRG,32,CWE,HL70757
DRG,3,ID,HL70136
DRG,10,ID,HL70136
DRG,26,CWE,HL70749
DRG,27,CWE,HL70749
DRG,28,CWE,HL70749
DRG,30,CWE,HL70749
LAN,4,CWE,HL70404
LAN,2,CWE,HL70296
LAN,3,CWE,HL70403
REL,16,ID,HL70136
REL,12,ID,HL70136
RF1,4,CWE,HL70282
RF1,12,CWE,HL70865
RF1,10,CWE,HL70336
RF1,5,CWE,HL70284
RF1,3,CWE,HL70281
RF1,1,CWE,HL70283
RF1,2,CWE,HL70280
PRA,11,CWE,HL70401
PRA,5,SPD,HL70337
PRA,2,CWE,HL70358
PRA,9,CWE,HL70537
PRA,4,ID,HL70187
PRA,3,CWE,HL70186
PRA,6,PLN,HL70338
PRA,1,CWE,HL79999
PRC,2,CWE,HL70464
PRC,18,CWE,HL70269
PRC,3,CWE,HL70184
PRC,15,ID,HL70136
PRC,4,CWE,HL70004
PRC,13,CWE,HL70268
PRC,1,CWE,HL70132
PRC,14,CWE,HL70293
PRC,16,ID,HL70183
PRB,27,CWE,HL70838
PRB,1,ID,HL70287
PRB,28,CNE,HL70725
PRB,26,CWE,HL70836
ITM,12,CWE,HL70132
ITM,4,CWE,HL70778
ITM,16,XON,HL70790
ITM,27,CNE,HL70088
ITM,15,CWE,HL70871
ITM,3,CWE,HL70776
ITM,28,CNE,HL70340
ITM,19,CWE,HL70320
ITM,29,CWE,HL70376
ITM,18,CWE,HL70793
ITM,26,CNE,HL70532
ITM,11,CNE,HL70532
ITM,14,CNE,HL70532
ITM,17,CNE,HL70532
ITM,22,CNE,HL70532
ITM,23,CNE,HL70532
ITM,24,CNE,HL70532
ITM,6,CNE,HL70532
PRD,14,CWE,HL70185
PRD,7,PLN,HL70338
PRD,1,CWE,HL70286
PRD,6,CWE,HL70185
ADJ,6,CQ,HL70560
ADJ,7,CWE,HL70565
ADJ,4,CWE,HL70564
ADJ,11,CWE,HL70569
LRL,4,CWE,HL70325
LRL,2,ID,HL70206
VND,5,CNE,HL70532
ILT,10,CWE,HL70818
ILT,6,CWE,HL70818
SPM,4,CWE,HL70487
SPM,21,CWE,HL70490
SPM,22,CWE,HL70491
SPM,5,CWE,HL70541
SPM,16,CWE,HL70489
SPM,7,CWE,HL70488
SPM,23,CWE,HL70492
SPM,15,CWE,HL70376
SPM,28,CWE,HL70544
SPM,9,CWE,HL70542
SPM,20,ID,HL70136
SPM,24,CWE,HL70493
SPM,27,CWE,HL79999
SPM,6,CWE,HL70371
SPM,10,CWE,HL70543
SPM,29,CWE,HL70494
SPM,11,CWE,HL70369
SPM,8,CWE,HL79999
PRT,7,CWE,HL70406
PRT,4,CWE,HL70912
PRT,2,ID,HL70287
RFI,3,ID,HL70136
DSC,2,ID,HL70398
EDU,2,CWE,HL70360
EDU,7,CWE,HL70402
SHP,7,CWE,HL70907
SHP,11,CWE,HL70489
SHP,10,CWE,HL70376
SHP,6,CWE,HL70906
SHP,3,CWE,HL70905
SHP,9,CWE,HL70544
AUT,1,CWE,HL70072
AUT,2,CWE,HL70285
PSG,4,ID,HL70136
PSL,12,CQ,HL70560
PSL,6,CWE,HL70559
PSL,8,CWE,HL70880
PSL,20,CWE,HL70562
PSL,47,ID,HL70136
PSL,31,CWE,HL70881
PSL,21,ID,HL70532
PSL,7,CWE,HL70879
PSL,32,CWE,HL70882
PSL,17,CWE,HL70561
PSL,33,CWE,HL70894
PSL,22,CWE,HL70879
IN2,39,CWE,HL70006
IN2,5,CWE,HL70137
IN2,34,CWE,HL70296
IN2,60,CWE,HL70313
IN2,33,CWE,HL70171
IN2,62,CWE,HL70063
IN2,47,JCC,HL70327
IN2,27,CWE,HL70144
IN2,43,CWE,HL70002
IN2,11,CWE,HL70342
IN2,18,ID,HL70136
IN2,65,CWE,HL70343
IN2,41,CWE,HL70212
IN2,32,CWE,HL70009
IN2,36,CWE,HL70215
IN2,51,CWE,HL70222
IN2,24,CWE,HL70143
IN2,38,CWE,HL70231
IN2,59,CWE,HL70312
IN2,71,CWE,HL70005
IN2,72,CWE,HL70344
IN2,14,CWE,HL70140
IN2,42,CWE,HL70189
IN2,15,CWE,HL70141
IN2,31,CWE,HL70223
IN2,35,CWE,HL70220
IN2,57,CWE,HL70232
IN2,4,CWE,HL70139
IN2,16,CWE,HL70142
IN2,48,CWE,HL70311
IN2,19,ID,HL70136
IN2,20,ID,HL70136
IN2,37,ID,HL70136
IN2,54,CWE,HL70222
IN2,66,ID,HL70136
IN2,67,ID,HL70136
IN2,68,ID,HL70136
IN1,20,CWE,HL70135
IN1,47,CWE,HL70309
IN1,35,CWE,HL70042
IN1,31,CWE,HL70098
IN1,42,CWE,HL70066
IN1,48,CWE,HL70295
IN1,25,ID,HL70136
IN1,21,CWE,HL70173
IN1,46,CWE,HL70072
IN1,50,CWE,HL70535
IN1,17,CWE,HL70063
IN1,15,CWE,HL70086
IN1,32,CWE,HL70022
IN1,27,CWE,HL70093
IN1,43,CWE,HL70001
IN1,53,CWE,HL70099
IN1,2,CWE,HL70072
IN1,23,ID,HL70136
LCC,2,CWE,HL70264
LCC,4,CWE,HL70132
LCC,3,CWE,HL70129
PKG,3,CNE,HL70532
PKG,2,CWE,HL70818
ROL,10,CWE,HL70406
ROL,3,CWE,HL70443
ROL,2,ID,HL70287
IN3,12,CWE,HL70233
IN3,23,CWE,HL70151
IN3,24,CWE,HL70152
IN3,14,XCN,HL70010
IN3,4,ID,HL70136
IN3,17,CWE,HL70345
IN3,18,CWE,HL70346
IN3,25,XCN,HL70010
SID,4,CWE,HL70385
SID,1,CWE,HL79999
LCH,4,CWE,HL70324
LCH,5,CWE,HL70136
LCH,2,ID,HL70206
PCE,3,CWE,HL70132
PCE,2,CX,HL70319
SAC,28,CWE,HL70372
SAC,27,CWE,HL70371
SAC,26,CWE,HL70381
SAC,8,CWE,HL70370
SAC,35,CWE,HL79999
SAC,41,CWE,HL70382
SAC,44,CWE,HL70377
SAC,9,CWE,HL70378
SAC,40,CWE,HL70374
SAC,30,CWE,HL70373
SAC,25,CWE,HL70380
SAC,42,CWE,HL70375
SAC,43,CWE,HL70376
SAC,12,CWE,HL70379
SAC,15,CWE,HL79999
SAC,20,CWE,HL79999
SAC,24,CWE,HL79999
SAC,33,CWE,HL79999
SAC,37,CWE,HL79999
SAC,39,CWE,HL79999
TCD,8,CWE,HL70389
TCD,6,ID,HL70136
TCD,7,ID,HL70136
TCC,14,CWE,HL70388
TCC,13,CWE,HL79999
TCC,9,ID,HL70136
TCC,10,ID,HL70136
TCC,11,ID,HL70136
IVC,13,ID,HL70136
IVC,5,CWE,HL70554
IVC,4,CWE,HL70553
IVC,28,CWE,HL70572
IVC,25,CWE,HL70556
IVC,6,CWE,HL70555
IVC,29,CWE,HL70572
RXA,5,CWE,HL70292
RXA,21,ID,HL70206
RXA,20,ID,HL70322
RXA,26,ID,HL70480
RXA,17,CWE,HL70227
RXA,7,CWE,HL79999
RXA,14,CWE,HL79999
RXA,18,CWE,HL79999
RXA,19,CWE,HL79999
RXA,24,CWE,HL79999
RXA,25,CWE,HL79999
RXA,8,CWE,HL79999
RXA,9,CWE,HL79999
EVN,5,XCN,HL70188
EVN,4,CWE,HL70062
PD1,3,XON,HL70204
PD1,7,CWE,HL70315
PD1,8,CWE,HL70316
PD1,1,CWE,HL70223
PD1,12,ID,HL70136
PD1,21,CWE,HL70142
PD1,15,CWE,HL70435
PD1,11,CWE,HL70215
PD1,19,CWE,HL70140
PD1,6,CWE,HL70295
PD1,5,CWE,HL70231
PD1,16,CWE,HL70441
PD1,2,CWE,HL70220
PD1,20,CWE,HL70141
PD1,9,ID,HL70136
RXC,9,CWE,HL79999
RXC,1,ID,HL70166
RXC,2,CWE,HL79999
RXC,4,CWE,HL79999
RXC,6,CWE,HL79999
RXC,7,CWE,HL79999
PCR,15,CWE,HL70247
PCR,9,CWE,HL70244
PCR,22,ID,HL70252
PCR,20,ID,HL70250
PCR,21,ID,HL70251
PCR,11,CWE,HL70245
PCR,17,ID,HL70248
PCR,19,ID,HL70242
PCR,1,CWE,HL79999
PCR,2,IS,HL70249
PCR,13,CWE,HL70246
PCR,23,ID,HL70253
PCR,10,CWE,HL79999
PCR,14,CWE,HL79999
PCR,16,CWE,HL79999
PCR,3,CWE,HL79999
RXE,20,ID,HL70136
RXE,35,CWE,HL70477
RXE,44,ID,HL70480
RXE,9,ID,HL70167
RXE,30,ID,HL70321
RXE,24,CWE,HL79999
RXE,36,ID,HL70478
RXE,2,CWE,HL70292
RXE,11,CWE,HL79999
RXE,21,CWE,HL79999
RXE,26,CWE,HL79999
RXE,27,CWE,HL79999
RXE,29,CWE,HL79999
RXE,31,CWE,HL79999
RXE,34,CWE,HL79999
RXE,37,CWE,HL79999
RXE,38,CWE,HL79999
RXE,40,CWE,HL79999
RXE,5,CWE,HL79999
RXE,6,CWE,HL79999
RXE,7,CWE,HL79999
RGS,2,ID,HL70206
RXD,26,CWE,HL79999
RXD,14,ID,HL70136
RXD,11,ID,HL70167
RXD,20,CWE,HL70227
RXD,33,CWE,HL70484
RXD,2,CWE,HL70292
RXD,24,ID,HL70321
RXD,32,ID,HL70480
RXD,15,CWE,HL79999
RXD,17,CWE,HL79999
RXD,21,CWE,HL79999
RXD,23,CWE,HL79999
RXD,25,CWE,HL79999
RXD,27,CWE,HL79999
RXD,29,CWE,HL79999
RXD,30,CWE,HL79999
RXD,5,CWE,HL79999
RXD,6,CWE,HL79999
BPO,3,CWE,HL70508
BPO,13,CWE,HL70509
BPO,14,ID,HL70136
BPO,6,CWE,HL79999
BPO,2,CWE,HL79999
RXG,4,CWE,HL70292
RXG,26,ID,HL70480
RXG,12,ID,HL70136
RXG,21,CWE,HL70227
RXG,27,CWE,HL79999
RXG,10,ID,HL70167
RXG,13,CWE,HL79999
RXG,16,CWE,HL79999
RXG,18,CWE,HL79999
RXG,22,CWE,HL79999
RXG,24,CWE,HL79999
RXG,25,CWE,HL79999
RXG,7,CWE,HL79999
RXG,8,CWE,HL79999
RXG,9,CWE,HL79999
ORC,6,ID,HL70121
ORC,29,CWE,HL70482
ORC,26,CWE,HL70552
ORC,16,CWE,HL79999
ORC,20,CWE,HL70339
ORC,1,ID,HL70119
ORC,30,CNE,HL70483
ORC,5,ID,HL70038
ORC,28,CWE,HL70177
ORC,17,CWE,HL79999
ORC,18,CWE,HL79999
ORC,25,CWE,HL79999
ORG,13,CWE,HL70539
ORG,2,CWE,HL70405
ORG,10,CWE,HL70066
ORG,6,CWE,HL70452
ORG,11,ID,HL70136
ORG,8,CWE,HL70454
ORG,3,CWE,HL70474
ORG,7,CWE,HL70453
ORG,12,ID,HL70136
ORG,4,ID,HL70136
PTH,1,ID,HL70287
PTH,7,CNE,HL70725
IVT,8,CWE,HL70818
IVT,14,CWE,HL70634
IVT,15,CNE,HL70532
IVT,12,CWE,HL70132
IVT,21,CWE,HL70642
IVT,6,CWE,HL70625
IVT,11,CNE,HL70532
IVT,16,CNE,HL70532
IVT,17,CNE,HL70532
IVT,26,CNE,HL70532
RXO,24,CWE,HL79999
RXO,9,ID,HL70161
RXO,16,ID,HL70136
RXO,31,CNE,HL70725
RXO,27,ID,HL70480
RXO,10,CWE,HL79999
RXO,1,CWE,HL79999
RXO,12,CWE,HL79999
RXO,19,CWE,HL79999
RXO,20,CWE,HL79999
RXO,22,CWE,HL79999
RXO,26,CWE,HL79999
RXO,32,CWE,HL79999
RXO,4,CWE,HL79999
RXO,5,CWE,HL79999
RXO,6,CWE,HL79999
RXO,7,CWE,HL79999
MFA,4,CWE,HL70181
MFA,6,ID,HL70355
MFA,1,ID,HL70180
MFA,5,varies,HL79999
BPX,16,CWE,HL79999
BPX,3,ID,HL70511
BPX,8,CWE,HL70512
BPX,2,CWE,HL70510
BPX,11,CNE,HL79999
BPX,12,CNE,HL79999
BPX,6,CNE,HL79999
BPX,7,CNE,HL79999
PDA,6,ID,HL70136
PDA,3,ID,HL70136
PDA,9,ID,HL70136
MFE,1,ID,HL70180
MFE,5,ID,HL70355
MFE,4,VARIES,HL79999
RXR,5,CWE,HL79999
RXR,1,CWE,HL70162
RXR,2,CWE,HL70550
RXR,4,CWE,HL70165
RXR,3,CWE,HL70164
RXR,6,CWE,HL70495
INV,2,CWE,HL70383
INV,3,CWE,HL70384
INV,17,CWE,HL70385
INV,4,CWE,HL79999
INV,18,CWE,HL70386
INV,1,CWE,HL70451
INV,11,CWE,HL79999
INV,15,CWE,HL79999
INV,5,CWE,HL79999
INV,6,CWE,HL79999
MFI,2,HD,HL70361
MFI,1,CWE,HL70175
MFI,3,ID,HL70178
MFI,6,ID,HL70179
NPU,2,CWE,HL70116
RQ1,2,CWE,HL70385
RQ1,4,CWE,HL79999
RQ1,6,ID,HL70136
RQ1,7,ID,HL70136
LDP,2,CWE,HL70264
LDP,4,CWE,HL70265
LDP,12,CWE,HL70462
LDP,6,ID,HL70183
LDP,10,VH,HL70267
LDP,5,CWE,HL70004
LDP,3,CWE,HL70069
OBR,12,CWE,HL79999
OBR,45,CNE,HL70340
OBR,46,CWE,HL70411
OBR,42,ID,HL70225
OBR,30,ID,HL70124
OBR,48,CWE,HL70476
OBR,11,ID,HL70065
OBR,41,ID,HL70224
OBR,49,CWE,HL70507
OBR,25,ID,HL70123
OBR,44,CNE,HL70088
OBR,24,ID,HL70074
OBR,31,CWE,HL79999
OBR,38,CWE,HL79999
OBR,39,CWE,HL79999
OBR,40,CWE,HL79999
OBR,43,CWE,HL79999
OBR,47,CWE,HL70411
CSP,4,CWE,HL79999
DMI,2,CNE,HL70118
DMI,1,CNE,HL70055
CSS,1,CWE,HL79999
CSS,3,CWE,HL79999
CSR,12,CWE,HL79999
CSR,10,CWE,HL79999
CSR,13,CWE,HL79999
CSR,14,CWE,HL79999
CSR,16,CWE,HL79999
CSR,3,CWE,HL79999
OBX,26,ID,HL70909
OBX,11,ID,HL70085
OBX,10,ID,HL70080
OBX,20,CWE,HL70163
OBX,22,CNE,HL70725
OBX,2,ID,HL70125
OBX,3,CWE,HL79999
OBX,15,CWE,HL79999
OBX,17,CWE,HL79999
OBX,6,CWE,HL79999
RQD,8,CWE,HL70320
RQD,9,CWE,HL79999
RQD,7,CX,HL70319
RQD,2,CWE,HL79999
RQD,3,CWE,HL79999
RQD,4,CWE,HL79999
RQD,6,CWE,HL79999
GT1,39,ID,HL70136
GT1,37,CWE,HL70220
GT1,50,JCC,HL70327
GT1,45,XPN,HL70200
GT1,44,CWE,HL70189
GT1,55,CWE,HL70005
GT1,41,CWE,HL70006
GT1,43,CWE,HL70212
GT1,35,CWE,HL70171
GT1,53,CWE,HL70311
GT1,23,CWE,HL70341
GT1,26,CWE,HL70218
GT1,33,CWE,HL70223
GT1,20,CWE,HL70066
GT1,30,CWE,HL70002
GT1,36,CWE,HL70296
GT1,47,CWE,HL70222
GT1,9,CWE,HL70001
GT1,10,CWE,HL70068
GT1,38,CWE,HL70215
GT1,40,CWE,HL70231
GT1,48,CWE,HL70063
GT1,57,CWE,HL70099
GT1,52,CWE,HL70295
GT1,34,CWE,HL70009
GT1,11,CWE,HL70063
GT1,22,ID,HL70136
GT1,25,ID,HL70136
PV1,14,CWE,HL70023
PV1,24,CWE,HL70044
PV1,31,CWE,HL70021
PV1,2,CWE,HL70004
PV1,21,CWE,HL70032
PV1,29,CWE,HL70110
PV1,36,CWE,HL70112
PV1,10,CWE,HL70069
PV1,23,CWE,HL70046
PV1,15,CWE,HL70009
PV1,41,CWE,HL70117
PV1,39,CWE,HL70115
PV1,38,CWE,HL70114
PV1,12,CWE,HL70087
PV1,34,CWE,HL70111
PV1,17,XCN,HL70010
PV1,18,CWE,HL70018
PV1,22,CWE,HL70045
PV1,50,CX,HL70203
PV1,4,CWE,HL70007
PV1,51,CWE,HL70326
PV1,28,CWE,HL70073
PV1,13,CWE,HL70092
PV1,40,CWE,HL70116
PV1,20,FC,HL70064
PV1,37,DLD,HL70113
PV1,16,CWE,HL70099
PV1,7,XCN,HL70010
PV1,8,XCN,HL70010
PV2,37,ID,HL70136
PV2,21,CWE,HL70215
PV2,16,CWE,HL70213
PV2,43,CWE,HL70315
PV2,42,CWE,HL70434
PV2,24,CWE,HL70216
PV2,40,CWE,HL70432
PV2,25,CWE,HL70217
PV2,39,CWE,HL70431
PV2,2,CWE,HL70129
PV2,31,CWE,HL70219
PV2,49,CWE,HL70534
PV2,18,CWE,HL70214
PV2,38,CWE,HL70430
PV2,45,CWE,HL70435
PV2,7,CWE,HL70130
PV2,44,CWE,HL70316
PV2,27,CWE,HL70112
PV2,30,CWE,HL70218
PV2,41,CWE,HL70433
