Segments, Location, Referenced Data type, Value Set
OBR,41,ID,HL70224
OBR,15,SPS,HL70070
OBR,25,ID,HL70123
OBX,11,ID,HL70085
OBX,2,ID,HL70125
OBX,10,ID,HL70080
OBX,8,IS,HL70078
ODS,1,ID,HL70159
ODT,1,CE,HL70160
OM1,13,CE,HL79999
OM1,45,CE,HL70258
OM1,3,ID,HL70125
OM1,15,ID,HL70136
OM1,44,TX,HL70256
OM1,47,CE,HL70259
OM1,14,CE,HL79999
OM1,25,ID,HL70168
OM1,7,CE,HL79999
OM1,38,CE,HL79999
OM1,2,CE,HL79999
OM1,26,ID,HL70169
OM1,34,CE,HL79999
OM1,36,CE,HL79999
OM1,4,ID,HL70136
OM1,33,CE,HL79999
OM1,16,CE,HL79999
OM1,19,CE,HL79999
OM1,27,CE,HL79999
OM1,46,CE,HL79999
OM1,30,IS,HL70177
OM1,31,CE,HL79999
OM1,42,CE,HL70254
OM1,5,CE,HL79999
OM1,12,ID,HL70136
OM1,18,IS,HL70174
OM1,43,CE,HL70255
OM2,4,CE,HL79999
OM2,2,CE,HL79999
OM3,2,CE,HL79999
OM3,4,CE,HL79999
OM3,6,CE,HL79999
OM3,3,CE,HL79999
OM3,5,CE,HL79999
OM3,7,ID,HL70125
OM4,5,CE,HL79999
OM4,7,CE,HL70371
OM4,2,ID,HL70170
OM4,13,ID,HL70027
OM4,6,CE,HL79999
OM5,2,CE,HL79999
OM7,3,CE,HL70412
OM7,11,ID,HL70136
OM7,16,CE,HL70414
OM7,9,CE,HL79999
OM7,18,CE,HL70414
OM7,24,CE,HL70132
OM7,22,IS,HL70473
OM7,10,IS,HL70335
OM7,12,CE,HL70413
OM7,23,ID,HL70136
ORC,1,ID,HL70119
ORC,6,ID,HL70121
ORC,5,ID,HL70038
ORC,20,CE,HL70339
ORG,11,ID,HL70136
ORG,7,CE,HL70453
ORG,8,CE,HL70454
ORG,10,CE,HL70066
ORG,12,ID,HL70136
ORG,3,CE,HL70474
ORG,6,CE,HL70452
ORG,2,CE,HL70405
ORG,4,ID,HL70136
PCR,20,ID,HL70250
PCR,17,ID,HL70248
PCR,15,CE,HL70247
PCR,19,ID,HL70242
PCR,22,ID,HL70252
PCR,23,ID,HL70253
PCR,11,IS,HL70245
PCR,13,IS,HL70246
PCR,2,IS,HL70249
PCR,9,IS,HL70244
PCR,21,ID,HL70251
PD1,19,IS,HL70140
PD1,15,CE,HL70435
PD1,6,IS,HL70295
PD1,16,IS,HL70441
PD1,8,IS,HL70316
PD1,7,IS,HL70315
PD1,21,IS,HL70142
PD1,20,IS,HL70141
PD1,1,IS,HL70223
PD1,11,CE,HL70215
PD1,5,IS,HL70231
PD1,12,ID,HL70136
PD1,2,IS,HL70220
PD1,9,ID,HL70136
PDA,3,ID,HL70136
PDA,9,ID,HL70136
PDA,6,ID,HL70136
PDC,10,ID,HL70330
PEO,23,ID,HL70242
PEO,9,ID,HL70238
PEO,25,ID,HL70243
PEO,8,ID,HL70237
PEO,11,ID,HL70240
PEO,10,ID,HL70239
PEO,12,ID,HL70241
PEO,22,ID,HL70242
PES,12,ID,HL70235
PES,11,ID,HL70234
PES,13,ID,HL70236
PID,27,CE,HL70172
PID,26,CE,HL70171
PID,30,ID,HL70136
PID,38,CE,HL70429
PID,8,IS,HL70001
PID,12,IS,HL70289
PID,17,CE,HL70006
PID,28,CE,HL70212
PID,10,CE,HL70005
PID,15,CE,HL70296
PID,24,ID,HL70136
PID,35,CE,HL70446
PID,36,CE,HL70447
PID,22,CE,HL70189
PID,31,ID,HL70136
PID,16,CE,HL70002
PID,32,IS,HL70445
PR1,8,XCN,HL70010
PR1,17,IS,HL70416
PR1,3,CE,HL70088
PR1,13,CE,HL70059
PR1,2,IS,HL70089
PR1,11,XCN,HL70010
PR1,12,XCN,HL70010
PR1,14,ID,HL70418
PR1,15,CE,HL70051
PR1,18,CE,HL70417
PR1,9,IS,HL70019
PR1,16,CE,HL70340
PR1,6,IS,HL70230
PRA,1,CE,HL79999
PRA,5,SPD,HL70337
PRA,6,PLN,HL70338
PRA,11,CE,HL70401
PRA,2,CE,HL70358
PRA,4,ID,HL70187
PRA,3,IS,HL70186
PRB,1,ID,HL70287
PRC,15,ID,HL70136
PRC,2,CE,HL70464
PRC,4,IS,HL70004
PRC,3,CE,HL70184
PRC,14,CE,HL70293
PRC,18,IS,HL70269
PRC,16,ID,HL70183
PRC,1,CE,HL70132
PRC,13,IS,HL70268
PRD,1,CE,HL70286
PRD,6,CE,HL70185
PSH,8,ID,HL70329
PSH,11,ID,HL70329
PTH,1,ID,HL70287
PV1,20,FC,HL70064
PV1,52,XCN,HL70010
PV1,29,IS,HL70110
PV1,41,IS,HL70117
PV1,34,IS,HL70111
PV1,16,IS,HL70099
PV1,23,IS,HL70046
PV1,15,IS,HL70009
PV1,9,XCN,HL70010
PV1,17,XCN,HL70010
PV1,50,CX,HL70203
PV1,12,IS,HL70087
PV1,8,XCN,HL70010
PV1,38,CE,HL70114
PV1,7,XCN,HL70010
PV1,31,IS,HL70021
PV1,13,IS,HL70092
PV1,14,IS,HL70023
PV1,24,IS,HL70044
PV1,2,IS,HL70004
PV1,37,DLD,HL70113
PV1,18,IS,HL70018
PV1,51,IS,HL70326
PV1,40,IS,HL70116
PV1,39,IS,HL70115
PV1,4,IS,HL70007
PV1,10,IS,HL70069
PV1,21,IS,HL70032
PV1,28,IS,HL70073
PV1,22,IS,HL70045
PV1,36,IS,HL70112
PV2,25,IS,HL70217
PV2,42,CE,HL70434
PV2,40,CE,HL70432
PV2,2,CE,HL70129
PV2,21,IS,HL70215
PV2,24,IS,HL70216
PV2,7,IS,HL70130
PV2,37,ID,HL70136
PV2,43,IS,HL70315
PV2,18,IS,HL70214
PV2,31,IS,HL70219
PV2,41,CE,HL70433
PV2,38,CE,HL70430
PV2,45,CE,HL70435
PV2,34,ID,HL70136
PV2,22,ID,HL70136
PV2,16,IS,HL70213
PV2,32,ID,HL70136
PV2,19,ID,HL70136
PV2,44,IS,HL70316
PV2,36,ID,HL70136
PV2,15,ID,HL70136
PV2,30,CE,HL70218
PV2,27,IS,HL70112
PV2,35,ID,HL70136
PV2,39,CE,HL70431
QAK,2,ID,HL70208
QAK,3,CE,HL70471
QID,2,CE,HL70471
QPD,1,CE,HL70471
QRD,3,ID,HL70091
QRD,9,CE,HL70048
QRD,5,ID,HL70107
QRD,2,ID,HL70106
QRD,12,ID,HL70108
QRD,7,CQ,HL70126
QRF,6,ID,HL70156
QRF,7,ID,HL70157
QRF,8,ID,HL70158
QRI,3,CE,HL70393
QRI,2,IS,HL70392
RCP,2,CQ,HL70126
RCP,3,CE,HL70394
RCP,1,ID,HL70091
RCP,5,ID,HL70395
RDF,2,RCD,HL70440
RF1,1,CE,HL70283
RF1,4,CE,HL70282
RF1,5,CE,HL70284
RF1,3,CE,HL70281
RF1,10,CE,HL70336
RF1,2,CE,HL70280
RGS,2,ID,HL70206
RMI,3,CE,HL70428
RMI,1,CE,HL70427
ROL,10,CE,HL70406
ROL,2,ID,HL70287
ROL,3,CE,HL70443
RQ1,2,CE,HL70385
RQ1,6,ID,HL70136
RQ1,7,ID,HL70136
RQD,8,IS,HL70320
RQD,7,IS,HL70319
RXA,21,ID,HL70323
RXA,17,CE,HL70227
RXA,5,CE,HL70292
RXA,20,ID,HL70322
RXC,1,ID,HL70166
RXD,20,CE,HL70227
RXD,14,ID,HL70136
RXD,24,ID,HL70321
RXD,2,CE,HL70292
RXD,11,ID,HL70167
RXE,2,CE,HL70292
RXE,20,ID,HL70136
RXE,30,ID,HL70321
RXE,9,ID,HL70167
RXG,12,ID,HL70136
RXG,21,CE,HL70227
RXG,10,ID,HL70167
RXG,4,CE,HL70292
RXO,16,ID,HL70136
RXO,9,ID,HL70161
RXR,1,CE,HL70162
RXR,4,CE,HL70165
RXR,3,CE,HL70164
RXR,2,CE,HL70163
SAC,25,CE,HL70380
SAC,40,CE,HL70374
SAC,41,CE,HL70382
SAC,27,CE,HL70371
SAC,43,CE,HL70376
SAC,12,CE,HL70379
SAC,9,CE,HL70378
SAC,8,CE,HL70370
SAC,42,CE,HL70375
SAC,44,CE,HL70377
SAC,30,CE,HL70373
SAC,26,CE,HL70381
SAC,6,SPS,HL70070
SCH,25,CE,HL70278
SCH,7,CE,HL70276
SCH,8,CE,HL70277
SID,4,CE,HL70385
SPR,2,ID,HL70106
STF,5,IS,HL70001
STF,16,CE,HL70185
STF,29,ID,HL70136
STF,17,CE,HL70002
STF,9,CE,HL70069
STF,23,ID,HL70136
STF,7,ID,HL70183
STF,1,CE,HL79999
STF,8,CE,HL70184
STF,27,CE,HL70005
STF,20,CE,HL70066
STF,4,IS,HL70182
STF,19,JCC,HL70327
STF,28,CE,HL70189
STF,21,ID,HL70136
TCC,11,ID,HL70136
TCC,14,CE,HL70388
TCC,9,ID,HL70136
TCC,3,SPS,HL70070
TCC,10,ID,HL70136
TCD,6,ID,HL70136
TCD,7,ID,HL70136
TCD,8,CE,HL70389
TXA,19,ID,HL70273
TXA,20,ID,HL70275
TXA,17,ID,HL70271
TXA,3,ID,HL70191
TXA,18,ID,HL70272
TXA,2,IS,HL70270
UB1,16,OCD,HL70350
UB1,7,IS,HL70043
UB1,10,UVC,HL70153
UB1,13,CE,HL70349
UB1,17,CE,HL70351
UB1,12,CE,HL70348
UB2,6,UVC,HL70153
UB2,7,OCD,HL70350
UB2,3,IS,HL70043
UB2,8,OSP,HL70351
URD,2,ID,HL70109
URD,7,ID,HL70108
URD,4,CE,HL70048
URS,7,ID,HL70157
URS,6,ID,HL70156
URS,8,ID,HL70158
VTQ,2,ID,HL70106
