Segments, Location, Referenced Data type, Value Set
ORC,18,null,HL70000
ORC,19,null,HL70000
ORC,24,null,HL70000
ORC,2,null,HL70000
ORC,17,null,HL70000
ORC,15,null,HL70000
ORC,9,null,HL70000
ORC,1,null,HL70119
ORC,22,null,HL70000
ORC,5,null,HL70038
ORC,10,null,HL70000
ORC,13,null,HL70000
ORC,20,null,HL70339
ORC,4,null,HL70000
ORC,7,null,HL70000
PCR,6,null,HL70000
PCR,7,null,HL70000
PCR,13,null,HL70246
PCR,12,null,HL70000
PCR,14,null,HL70000
PCR,3,null,HL70000
PCR,11,null,HL70245
PCR,20,null,HL70250
PCR,21,null,HL70251
PCR,19,null,HL70242
PCR,1,null,HL70000
PCR,16,null,HL70000
PCR,8,null,HL70000
PCR,15,null,HL70247
PCR,18,null,HL70000
PCR,9,null,HL70244
PCR,17,null,HL70248
PCR,10,null,HL70000
PCR,4,null,HL70000
PCR,5,null,HL70000
PCR,22,null,HL70252
PCR,2,null,HL70249
PCR,23,null,HL70253
PD1,2,null,HL70220
PD1,11,null,HL70215
PD1,10,null,HL70000
PD1,4,null,HL70000
PD1,12,null,HL70136
PD1,3,null,HL70000
PD1,6,null,HL70295
PD1,9,null,HL70136
PD1,7,null,HL70315
PD1,5,null,HL70231
PD1,1,null,HL70223
PD1,8,null,HL70316
PDC,13,null,HL70000
PDC,1,null,HL70000
PDC,9,null,HL70000
PDC,8,null,HL70000
PDC,5,null,HL70000
PDC,7,null,HL70000
PDC,15,null,HL70000
PDC,10,null,HL70330
PDC,4,null,HL70000
PDC,2,null,HL70000
PDC,3,null,HL70000
PDC,14,null,HL70000
PDC,6,null,HL70000
PDC,12,null,HL70000
PDC,11,null,HL70000
PEO,20,null,HL70000
PEO,24,null,HL70000
PEO,2,null,HL70000
PEO,14,null,HL70000
PEO,12,null,HL70241
PEO,3,null,HL70000
PEO,16,null,HL70000
PEO,17,null,HL70000
PEO,21,null,HL70000
PEO,8,null,HL70237
PEO,18,null,HL70000
PEO,19,null,HL70000
PEO,6,null,HL70000
PEO,13,null,HL70000
PEO,11,null,HL70240
PEO,25,null,HL70243
PEO,7,null,HL70000
PEO,1,null,HL70000
PEO,5,null,HL70000
PEO,4,null,HL70000
PEO,9,null,HL70238
PEO,22,null,HL70242
PEO,23,null,HL70242
PEO,15,null,HL70000
PEO,10,null,HL70239
PES,9,null,HL70000
PES,10,null,HL70000
PES,2,null,HL70000
PES,1,null,HL70000
PES,5,null,HL70000
PES,7,null,HL70000
PES,6,null,HL70000
PES,13,null,HL70236
PES,4,null,HL70000
PES,12,null,HL70235
PES,8,null,HL70000
PES,11,null,HL70234
PES,3,null,HL70000
PID,22,null,HL70189
PID,14,null,HL70000
PID,19,null,HL70000
PID,12,null,HL70289
PID,8,null,HL70001
PID,28,null,HL70212
PID,26,null,HL70171
PID,23,null,HL70000
PID,7,null,HL70000
PID,15,null,HL70296
PID,13,null,HL70000
PID,27,null,HL70172
PID,1,null,HL70000
PID,20,null,HL70000
PID,9,null,HL70000
PID,10,null,HL70005
PID,11,null,HL70000
PID,30,null,HL70136
PID,4,null,HL70000
PID,6,null,HL70000
PID,21,null,HL70000
PID,29,null,HL70000
PID,5,null,HL70000
PID,24,null,HL70136
PID,16,null,HL70002
PID,2,null,HL70000
PID,25,null,HL70000
PID,3,null,HL70000
PID,17,null,HL70006
PID,18,null,HL70000
PR1,15,null,HL70051
PR1,5,null,HL70000
PR1,2,null,HL70089
PR1,7,null,HL70000
PR1,13,null,HL70059
PR1,6,null,HL70230
PR1,11,null,HL70010
PR1,9,null,HL70019
PR1,3,null,HL70088
PR1,8,null,HL70010
PR1,12,null,HL70010
PR1,14,null,HL70000
PR1,4,null,HL70000
PR1,10,null,HL70000
PR1,16,null,HL70340
PR1,1,null,HL70000
PRA,2,null,HL70358
PRA,5,null,HL70337
PRA,7,null,HL70000
PRA,6,null,HL70338
PRA,4,null,HL70187
PRA,3,null,HL70186
PRA,1,null,HL70000
PRA,8,null,HL70000
PRB,25,null,HL70000
PRB,10,null,HL70000
PRB,18,null,HL70000
PRB,12,null,HL70000
PRB,22,null,HL70000
PRB,8,null,HL70000
PRB,3,null,HL70000
PRB,21,null,HL70000
PRB,23,null,HL70000
PRB,19,null,HL70000
PRB,15,null,HL70000
PRB,17,null,HL70000
PRB,7,null,HL70000
PRB,4,null,HL70000
PRB,11,null,HL70000
PRB,13,null,HL70000
PRB,16,null,HL70000
PRB,9,null,HL70000
PRB,5,null,HL70000
PRB,20,null,HL70000
PRB,14,null,HL70000
PRB,1,null,HL70287
PRB,2,null,HL70000
PRB,6,null,HL70000
PRB,24,null,HL70000
PRC,13,null,HL70268
PRC,9,null,HL70000
PRC,18,null,HL70269
PRC,17,null,HL70000
PRC,3,null,HL70184
PRC,14,null,HL70293
PRC,7,null,HL70000
PRC,2,null,HL70000
PRC,5,null,HL70000
PRC,16,null,HL70183
PRC,11,null,HL70000
PRC,6,null,HL70000
PRC,12,null,HL70000
PRC,10,null,HL70000
PRC,8,null,HL70000
PRC,15,null,HL70136
PRC,1,null,HL70132
PRC,4,null,HL70004
PRD,6,null,HL70185
PRD,9,null,HL70000
PRD,4,null,HL70000
PRD,5,null,HL70000
PRD,2,null,HL70000
PRD,7,null,HL70000
PRD,8,null,HL70000
PRD,3,null,HL70000
PRD,1,null,HL70286
PSH,9,null,HL70000
PSH,7,null,HL70000
PSH,10,null,HL70000
PSH,1,null,HL70000
PSH,8,null,HL70329
PSH,14,null,HL70000
PSH,2,null,HL70000
PSH,11,null,HL70329
PSH,4,null,HL70000
PSH,3,null,HL70000
PSH,6,null,HL70000
PSH,12,null,HL70000
PSH,5,null,HL70000
PSH,13,null,HL70000
PTH,5,null,HL70000
PTH,2,null,HL70000
PTH,3,null,HL70000
PTH,4,null,HL70000
PTH,6,null,HL70000
PTH,1,null,HL70287
PV1,40,null,HL70116
PV1,28,null,HL70073
PV1,20,null,HL70064
PV1,22,null,HL70045
PV1,24,null,HL70044
PV1,48,null,HL70000
PV1,45,null,HL70000
PV1,19,null,HL70000
PV1,49,null,HL70000
PV1,51,null,HL70326
PV1,10,null,HL70069
PV1,26,null,HL70000
PV1,38,null,HL70114
PV1,41,null,HL70117
PV1,42,null,HL70000
PV1,36,null,HL70112
PV1,50,null,HL70203
PV1,43,null,HL70000
PV1,33,null,HL70000
PV1,12,null,HL70087
PV1,8,null,HL70010
PV1,29,null,HL70110
PV1,32,null,HL70000
PV1,44,null,HL70000
PV1,7,null,HL70010
PV1,17,null,HL70010
PV1,18,null,HL70018
PV1,25,null,HL70000
PV1,3,null,HL70000
PV1,39,null,HL70115
PV1,1,null,HL70000
PV1,9,null,HL70010
PV1,27,null,HL70000
PV1,35,null,HL70000
PV1,46,null,HL70000
PV1,4,null,HL70007
PV1,21,null,HL70032
PV1,47,null,HL70000
PV1,11,null,HL70000
PV1,31,null,HL70021
PV1,23,null,HL70046
PV1,16,null,HL70099
PV1,30,null,HL70000
PV1,15,null,HL70009
PV1,5,null,HL70000
PV1,6,null,HL70000
PV1,14,null,HL70023
PV1,34,null,HL70111
PV1,37,null,HL70113
PV1,2,null,HL70004
PV1,13,null,HL70092
PV1,52,null,HL70010
QAK,2,null,HL70208
QAK,1,null,HL70000
QRD,11,null,HL70000
QRD,9,null,HL70048
QRD,4,null,HL70000
QRD,6,null,HL70000
QRD,2,null,HL70106
QRD,5,null,HL70107
QRD,8,null,HL70000
QRD,3,null,HL70091
QRD,10,null,HL70000
QRD,7,null,HL70126
QRD,1,null,HL70000
QRD,12,null,HL70108
QRF,7,null,HL70157
QRF,2,null,HL70000
QRF,8,null,HL70158
QRF,9,null,HL70000
QRF,5,null,HL70000
QRF,3,null,HL70000
QRF,1,null,HL70000
QRF,4,null,HL70000
QRF,6,null,HL70156
RDF,2,null,HL70000
RDF,1,null,HL70000
RDT,1,null,HL70000
RF1,11,null,HL70000
RF1,6,null,HL70000
RF1,2,null,HL70280
RF1,3,null,HL70281
RF1,7,null,HL70000
RF1,1,null,HL70283
RF1,4,null,HL70282
RF1,5,null,HL70284
RF1,8,null,HL70000
RF1,9,null,HL70000
RF1,10,null,HL70336
RGS,1,null,HL70000
RGS,3,null,HL70000
RGS,2,null,HL70206
ROL,4,null,HL70000
ROL,8,null,HL70000
ROL,5,null,HL70000
ROL,2,null,HL70287
ROL,3,null,HL70000
ROL,1,null,HL70000
ROL,7,null,HL70000
ROL,6,null,HL70000
RQ1,5,null,HL70000
RQ1,2,null,HL70000
RQ1,4,null,HL70000
RQ1,7,null,HL70136
RQ1,1,null,HL70000
RQ1,6,null,HL70136
RQ1,3,null,HL70000
RQD,4,null,HL70000
RQD,9,null,HL70000
RQD,2,null,HL70000
RQD,8,null,HL70320
RQD,7,null,HL70319
RQD,5,null,HL70000
RQD,6,null,HL70000
RQD,3,null,HL70000
RQD,10,null,HL70000
RQD,1,null,HL70000
RXA,7,null,HL70000
RXA,6,null,HL70000
RXA,16,null,HL70000
RXA,18,null,HL70000
RXA,10,null,HL70000
RXA,3,null,HL70000
RXA,1,null,HL70000
RXA,4,null,HL70000
RXA,22,null,HL70000
RXA,19,null,HL70000
RXA,14,null,HL70000
RXA,12,null,HL70000
RXA,15,null,HL70000
RXA,2,null,HL70000
RXA,5,null,HL70292
RXA,20,null,HL70322
RXA,13,null,HL70000
RXA,11,null,HL70000
RXA,8,null,HL70000
RXA,21,null,HL70323
RXA,9,null,HL70000
RXA,17,null,HL70227
RXC,2,null,HL70000
RXC,5,null,HL70000
RXC,6,null,HL70000
RXC,3,null,HL70000
RXC,1,null,HL70166
RXC,4,null,HL70000
RXD,18,null,HL70000
RXD,1,null,HL70000
RXD,15,null,HL70000
RXD,7,null,HL70000
RXD,20,null,HL70227
RXD,23,null,HL70000
RXD,4,null,HL70000
RXD,21,null,HL70000
RXD,17,null,HL70000
RXD,22,null,HL70000
RXD,5,null,HL70000
RXD,16,null,HL70000
RXD,14,null,HL70136
RXD,3,null,HL70000
