1,0,X,HH[mm[SS[.S1[S2[S3[S4]]]]]],The Time element SHALL follow the Date/Time pattern 'HH[MM[SS[.S[S[S[S]]]]]]'.,^(\d{2}|\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})$
1,1,X,HH[mm[SS[.S1[S2[S3]]]]],The Time element SHALL follow the Date/Time pattern 'HH[MM[SS[.S[S[S]]]]]'.,^(\d{2}|\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3})$
1,2,X,HH[mm[SS[.S1[S2]]]],The Time element SHALL follow the Date/Time pattern 'HH[MM[SS[.S[S]]]]'.,^(\d{2}|\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2})$
1,3,X,HH[mm[SS[.S1]]],The Time element SHALL follow the Date/Time pattern 'HH[MM[SS[.S]]]'.,^(\d{2}|\d{4}|\d{6}|\d{6}\.\d)$
1,4,X,HH[mm[SS]],The Time element SHALL follow the Date/Time pattern 'HH[MM[SS]]'.,^(\d{2}|\d{4}|\d{6})$
1,5,X,HH[mm],The Time element SHALL follow the Date/Time pattern 'HH[MM]'.,^(\d{2}|\d{4})$
1,6,X,HH,The Time element SHALL follow the Date/Time pattern 'HH'.,^(\d{2})$
2,0,X,HHmm[SS[.S1[S2[S3[S4]]]]],The Time element SHALL follow the Date/Time pattern 'HHMM[SS[.S[S[S[S]]]]]'.,^(\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})$
2,1,X,HHmm[SS[.S1[S2[S3]]]],The Time element SHALL follow the Date/Time pattern 'HHMM[SS[.S[S[S]]]]'.,^(\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3})$
2,2,X,HHmm[SS[.S1[S2]]],The Time element SHALL follow the Date/Time pattern 'HHMM[SS[.S[S]]]'.,^(\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2})$
2,3,X,HHmm[SS[.S1]],The Time element SHALL follow the Date/Time pattern 'HHMM[SS[.S]]'.,^(\d{4}|\d{6}|\d{6}\.\d)$
2,4,X,HHmm[SS],The Time element SHALL follow the Date/Time pattern 'HHMM[SS]'.,^(\d{4}|\d{6})$
2,5,X,HHmm,The Time element SHALL follow the Date/Time pattern 'HHMM'.,^(\d{4})$
3,0,X,HHmmSS[.S1[S2[S3[S4]]]],The Time element SHALL follow the Date/Time pattern 'HHMMSS[.S[S[S[S]]]]'.,^(\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})$
3,1,X,HHmmSS[.S1[S2[S3]]],The Time element SHALL follow the Date/Time pattern 'HHMMSS[.S[S[S]]]'.,^(\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3})$
3,2,X,HHmmSS[.S1[S2]],The Time element SHALL follow the Date/Time pattern 'HHMMSS[.S[S]]'.,^(\d{6}|\d{6}\.\d|\d{6}\.\d{2})$
3,3,X,HHmmSS[.S1],The Time element SHALL follow the Date/Time pattern 'HHMMSS[.S]'.,^(\d{6}|\d{6}\.\d)$
3,4,X,HHmmSS,The Time element SHALL follow the Date/Time pattern 'HHMMSS'.,^(\d{6})$
4,0,X,HHmmSS.S1[S2[S3[S4]]],The Time element SHALL follow the Date/Time pattern 'HHMMSS.S[S[S[S]]]'.,^(\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})$
4,1,X,HHmmSS.S1[S2[S3]],The Time element SHALL follow the Date/Time pattern 'HHMMSS.S[S[S]]'.,^(\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3})$
4,2,X,HHmmSS.S1[S2],The Time element SHALL follow the Date/Time pattern 'HHMMSS.S[S]'.,^(\d{6}\.\d|\d{6}\.\d{2})$
4,3,X,HHmmSS.S1,The Time element SHALL follow the Date/Time pattern 'HHMMSS.S'.,^(\d{6}\.\d)$
5,0,X,HHmmSS.S1S2[S3[S4]],The Time element SHALL follow the Date/Time pattern 'HHMMSS.SS[S[S]]'.,^(\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})$
5,1,X,HHmmSS.S1S2[S3],The Time element SHALL follow the Date/Time pattern 'HHMMSS.SS[S]'.,^(\d{6}\.\d{2}|\d{6}\.\d{3})$
5,2,X,HHmmSS.S1S2,The Time element SHALL follow the Date/Time pattern 'HHMMSS.SS'.,^(\d{6}\.\d{2})$
6,0,X,HHmmSS.S1S2S3[S4],The Time element SHALL follow the Date/Time pattern 'HHMMSS.SSS[S]'.,^(\d{6}\.\d{3}|\d{6}\.\d{4})$
6,1,X,HHmmSS.S1S2S3,The Time element SHALL follow the Date/Time pattern 'HHMMSS.SSS'.,^(\d{6}\.\d{3})$
7,0,X,HHmmSS.S1S2S3S4,The Time element SHALL follow the Date/Time pattern 'HHMMSS.SSSS'.,^(\d{6}\.\d{4})$
1,0,REO,HH[mm[SS[.S1[S2[S3[S4]]]]]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HH[MM[SS[.S[S[S[S]]]]]][+/-ZZZZ]'.,^(\d{2}|\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})([+-]\d{4})?$
1,1,REO,HH[mm[SS[.S1[S2[S3]]]]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HH[MM[SS[.S[S[S]]]]][+/-ZZZZ]'.,^(\d{2}|\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3})([+-]\d{4})?$
1,2,REO,HH[mm[SS[.S1[S2]]]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HH[MM[SS[.S[S]]]][+/-ZZZZ]'.,^(\d{2}|\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2})([+-]\d{4})?$
1,3,REO,HH[mm[SS[.S1]]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HH[MM[SS[.S]]][+/-ZZZZ]'.,^(\d{2}|\d{4}|\d{6}|\d{6}\.\d)([+-]\d{4})?$
1,4,REO,HH[mm[SS]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HH[MM[SS]][+/-ZZZZ]'.,^(\d{2}|\d{4}|\d{6})([+-]\d{4})?$
1,5,REO,HH[mm][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HH[MM][+/-ZZZZ]'.,^(\d{2}|\d{4})([+-]\d{4})?$
1,6,REO,HH[+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HH[+/-ZZZZ]'.,^(\d{2})([+-]\d{4})?$
2,0,REO,HHmm[SS[.S1[S2[S3[S4]]]]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMM[SS[.S[S[S[S]]]]][+/-ZZZZ]'.,^(\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})([+-]\d{4})?$
2,1,REO,HHmm[SS[.S1[S2[S3]]]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMM[SS[.S[S[S]]]][+/-ZZZZ]'.,^(\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3})([+-]\d{4})?$
2,2,REO,HHmm[SS[.S1[S2]]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMM[SS[.S[S]]][+/-ZZZZ]'.,^(\d{4}|\d{6}|\d{6}\.\d|\d{6}\.\d{2})([+-]\d{4})?$
2,3,REO,HHmm[SS[.S1]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMM[SS[.S]][+/-ZZZZ]'.,^(\d{4}|\d{6}|\d{6}\.\d)([+-]\d{4})?$
2,4,REO,HHmm[SS][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMM[SS][+/-ZZZZ]'.,^(\d{4}|\d{6})([+-]\d{4})?$
2,5,REO,HHmm[+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMM[+/-ZZZZ]'.,^(\d{4})([+-]\d{4})?$
3,0,REO,HHmmSS[.S1[S2[S3[S4]]]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS[.S[S[S[S]]]][+/-ZZZZ]'.,^(\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})([+-]\d{4})?$
3,1,REO,HHmmSS[.S1[S2[S3]]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS[.S[S[S]]][+/-ZZZZ]'.,^(\d{6}|\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3})([+-]\d{4})?$
3,2,REO,HHmmSS[.S1[S2]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS[.S[S]][+/-ZZZZ]'.,^(\d{6}|\d{6}\.\d|\d{6}\.\d{2})([+-]\d{4})?$
3,3,REO,HHmmSS[.S1][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS[.S][+/-ZZZZ]'.,^(\d{6}|\d{6}\.\d)([+-]\d{4})?$
3,4,REO,HHmmSS[+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS[+/-ZZZZ]'.,^(\d{6})([+-]\d{4})?$
4,0,REO,HHmmSS.S1[S2[S3[S4]]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS.S[S[S[S]]][+/-ZZZZ]'.,^(\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})([+-]\d{4})?$
4,1,REO,HHmmSS.S1[S2[S3]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS.S[S[S]][+/-ZZZZ]'.,^(\d{6}\.\d|\d{6}\.\d{2}|\d{6}\.\d{3})([+-]\d{4})?$
4,2,REO,HHmmSS.S1[S2][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS.S[S][+/-ZZZZ]'.,^(\d{6}\.\d|\d{6}\.\d{2})([+-]\d{4})?$
4,3,REO,HHmmSS.S1[+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS.S[+/-ZZZZ]'.,^(\d{6}\.\d)([+-]\d{4})?$
5,0,REO,HHmmSS.S1S2[S3[S4]][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS.SS[S[S]][+/-ZZZZ]'.,^(\d{6}\.\d{2}|\d{6}\.\d{3}|\d{6}\.\d{4})([+-]\d{4})?$
5,1,REO,HHmmSS.S1S2[S3][+/-ZZZZ],The Time element SHALL follow the Date/Time pattern 'HHMMSS.SS[S][+/-ZZZZ]'.,^(\d{6}\.\d{2}|\d{6}\.\d{3})([+-]\d{4})?$
